"Adjustment Refund","Връщане пари за настройване"
"Agreement Information","Информация за споразумение"
"Allow Reorder","Позволи повторно поръчване"
"Amount","Сума"
"Amount: %s.","Сума %s."
"An error occurred while assigning order status. Status has not been assigned.","An error occurred while assigning order status. Status has not been assigned."
"An error occurred while creating shipping label.","An error occurred while creating shipping label."
"An error occurred while saving order status. The status has not been added.","An error occurred while saving order status. The status has not been added."
"An error occurred while unassigning order status.","An error occurred while unassigning order status."
"An error occurred while updating the order address. The address has not been changed.","An error occurred while updating the order address. The address has not been changed."
"An item option with code %s already exists.","Опция с код %s вече съществува."
"Anchor Custom Title","Ново заглавие за връзка"
"Append Comments","Прикрепи коментари"
"Apply","Приложи"
"Apply Coupon Code","Приложи талон за отстъпка"
"Approved the payment online.","Плащането одобрено онлайн."
"Are you sure you want to accept this payment?","Сигурен ли сте, че искате да приемете плащането?"
"Are you sure you want to cancel this order?","Сигурен ли сте, че искате да откажете тази поръчка?"
"Are you sure you want to deny this payment?","Сигурен ли сте, че искате да отхвърлите плащането?"
"Are you sure you want to do this?","Сигурен ли сте, че искате да направите това?"
"Are you sure you want to send Creditmemo email to customer?","Сигурен ли сте, че искате да изпратите Разписка за връщане чрез имейл до клиента?"
"Are you sure you want to send Invoice email to customer?","Сигурен ли сте, че искате да изпратите Разписка чрез имейл до клиента?"
"Are you sure you want to send Shipment email to customer?","Сигурен ли сте, че искате да изпратите Доставка чрез имейл до клиента?"
"Are you sure you want to send order email to customer?","Сигурен ли сте, че искате да изпратите имейл за Поръчка до клиента?"
"Are you sure you want to void the payment?","Сигурен ли сте че искате да анулирате плащането?"
"Are you sure?","Сигурен ли сте?"
"Are you sure? This order will be canceled and a new one will be created instead","Сигурен ли сте? Тази поръчка ще бъде отказана и вместо нея ще бъде създадена нова"
"Assign Order Status to State","Assign Order Status to State"
"Assign Status to State","Assign Status to State"
"Assignment Information","Assignment Information"
"At least a payment ID must be set.","Трябва да е определено поне ID на плащане."
"Authorization","Оторизация"
"Authorized amount of %s.","Транзакция за оторизация е необходима за анулиране."
"Authorizing amount of %s is pending approval on gateway.","Оторизиране на сума от %s е в изчакване за одобрение от терминала."
"Back","Обратно"
"Back to Billing Agreements","Обратно към споразумения за плащане"
"Back to My Orders","Обратно към моите поръчки"
"Back to Recurring Profiles","Обратно към профили за плащане по периоди"
"Backordered","Върнато"
"Bestsellers","Най-продавани"
"Bill to Name","Име за сметка"
"Billing","Плащане"
"Billing Address","Адрес за плащане"
"Billing Agreement","Споразумение за плащане"
"Billing Agreement # %s","Споразумение за плащане # %s"
"Billing Agreement #%s","Споразумение за плащане #%s"
"Billing Agreement View","Изглед на споразумение за плащане"
"Billing Agreements","Споразумения за плащане"
"Billing Last Name","Фамилия"
"Billing ZIP Code","Пощенски код"
"Buy %s for price %s","Купи %s за цена %s"
"CSV","CSV"
"Cancel","Отказ"
"Cancel credit memo","Cancel credit memo"
"Cancel invoice","Откажи разписката"
"Cancel order","Откажи поръчката"
"Canceled","Отказан"
"Canceled order offline.","Отказана поръчка офлайн."
"Canceled order online.","Отказана поръчка онлайн."
"Cannot add order history.","Невъзможно е добавянето на хронология на поръчка."
"Cannot create an empty shipment.","Не може да се създаде празна доставка"
"Cannot determine the field name.","Невъзможно е определяне на име на поле."
"Cannot do invoice for order.","Невъзможно е създаване на фактура за поръчка."
"Cannot do shipment for order.","Невъзможно е създаване на доставка за поръчка."
"Cannot get order instance","Невъзможно е намирането на обект на поръчка"
"Cannot get the order instance.","Невъзможно е намирането на обект на поръчката."
"Cannot register an existing credit memo.","Невъзможно е регистрирането на съществуващо кредитно известие."
"Cannot register existing invoice","Невъзможно е регистрирането на съществуваща фактура"
"Cannot register existing shipment","Невъзможно е регистрирането на съществуваща доставка"
"Capture","Прихващане"
"Capture Amount","Прихващане на сума"
"Capture Offline","Прихващане офлайн"
"Capture Online","Прихващане онлайн"
"Capture invoice","Прихващане на фактура"
"Captured amount of %s online.","Прихваната сума от %s онлайн."
"Capturing amount of %s is pending approval on gateway.","Сума за прихващане от %s е в очакване на одобрение от терминала."
"Carrier","Carrier"
"Carrier/Method","Куриер/Метод"
"Change status, add comments","Промени статус, добави коментари"
"Changing address information will not recalculate shipping, tax or other order amount.","Changing address information will not recalculate shipping, tax or other order amount."
"Checkout Totals Sort Order","Ред на сортиране на суми от разплащания"
"City","Град"
"Click to change shipping method","Кликни за промяна на метода за доставка"
"Close","Затвори"
"Closed","Затворено"
"Comma-separated.","Разделено със запетая."
"Comment","Коментар"
"Comment Text","Кометар – текст"
"Comments","Кометари"
"Comments History","Архив коментари"
"Company","Фирма"
"Complete","Приключено"
"Configure","Конфигурирай"
"Configure and Add to Order","Configure and Add to Order"
"Contents","Contents"
"Continue","Продължи"
"Country","Държава"
"Coupons","Ваучери"
"Create","Създай"
"Create New Customer","Създай нов потребител"
"Create New Order","Създай нова поръчка"
"Create New Order Status","Създай нов статус на поръчката"
"Create New Order for %s","Създай нова поръчка за %s"
"Create New Order for %s in %s","Създай нова поръчка за %s в %s"
"Create New Order for New Customer","Създай нова поръчка за нов потребител"
"Create New Order for New Customer in %s","Създай нова поръчка за нов потребител в %s"
"Create New Status","Създай нов статус"
"Create Packages","Create Packages"
"Create Shipment","Създай доставка"
"Create Shipping Label","Create Shipping Label"
"Create Shipping Label...","Create Shipping Label..."
"Create new credit memo for order","Create new credit memo for order"
"Create new invoice for order","Create new invoice for order"
"Create new shipment for order","създай нова доставка за поръчка"
"Create...","Създай ..."
"Created At","Създадено на"
"Created billing agreement #%s.","Създадено споразумение за плащане #%s."
"Created:","Създадено:"
"Credit Memo","Разписка за връщане"
"Credit Memo #","Разписка за връщане №"
"Credit Memo # ","Разписка за връщане № "
"Credit Memo #%1$s | %3$s | %2$s (%4$s)","Credit Memo #%1$s | %3$s | %2$s (%4$s)"
"Credit Memo Comment Email Sender","Подател на имейл за коментар на кредитно известие"
"Credit Memo Comment Email Template","Шаблон на имейл за коментар на кредитно известие"
"Credit Memo Comment Email Template for Guest","Шаблон за гост на имейл за коментар на кредитно известие"
"Credit Memo Comments","Коментари на кредитно известие"
"Credit Memo Email Sender","Подател на имейл за кредитно известие"
"Credit Memo Email Template","Шаблон на имейл за кредитно известие"
"Credit Memo Email Template for Guest","Шаблон за гост на имейл за кредитно известие"
"Credit Memo Update","Обновяване на кредитно известие"
"Credit Memo Update for Guest","Обновяване за гост на кредитно известие"
"Credit Memos","Кредитни известия"
"Credit memo canceling problem.","Credit memo canceling problem."
"Credit memo cannot be canceled.","Credit memo cannot be canceled."
"Credit memo has been created automatically","Credit memo has been created automatically"
"Creditmemo","Кредитно известие"
"Custom Price","Друга цена"
"Custom Value","Друга стойност"
"Customer","Клиент"
"Customer Can Define Start Date","Клиентът може да дефинира начална дата"
"Customer Email","Клиентски имейл"
"Customer Group","Клиентска група"
"Customer Last Name","Фамилия на клиента"
"Customer My Account Order Creditmemo View","Клиент - изглед на кредитно известие за поръчка в Моя профил"
"Customer My Account Order History","Клиент - изглед на хронология за поръчка в Моя профил"
"Customer My Account Order Invoice View","Клиент - изглед на фактури за поръчка в Моя профил"
"Customer My Account Order Shipment View","Клиент - изглед на доставка за поръчка в Моя профил"
"Customer My Account Order View","Клиент - изглед на поръчка в Моя профил"
"Customer Name","Име на клиента"
"Customer\'s Current Activities","Текуща активност на клиент"
"Customs Value","Customs Value"
"Date","Дата"
"Date Shipped","Дата на изпращане"
"Default Status","Статус по подразбиране"
"Default Template","Шаблон по подразбиране"
"Default logo, will be used in PDF and HTML documents.<br />(jpeg, tiff, png)","Default logo, will be used in PDF and HTML documents.<br />(jpeg, tiff, png)"
"Delete","Изтрий"
"Delete Package","Delete Package"
"Denied the payment online.","Плащането онлайн забранено."
"Deny Payment","Забрани плащане"
"Description Message","Описание"
"Discount","Намаление"
"Discount (%s)","Намаление (%s)"
"Discount Amount","Сума на отстъпка"
"Display Order ID in Header","Display Order ID in Header"
"Edit","Редактирай"
"Edit Order","Редактирай поръчка"
"Edit Order #%s","Редактирай поръчка №%s"
"Edit Order %s %s Address","Edit Order %s %s Address"
"Edit Order Status","Edit Order Status"
"Email","Имейл"
"Email Address","Имейл адрес"
"Email Copy of Credit Memo","Email Copy of Credit Memo"
"Email Copy of Invoice","Изпрати копие на кредитно известие"
"Email Copy of Shipment","Изпрати копие на доставка"
"Email Order Confirmation","Изпрати потвърждение на поръчка"
"Enable","Включи"
"Enabled","Активиран"
"Enter the billing last name and email/ZIP as in the order billing address","Моля, въведете фамилия и имейл адрес/пощенски код от адреса за плащане"
"Entered data is incorrect. Please try again.","Entered data is incorrect. Please try again."
"Error to Show in Shopping Cart","Грешка за показване в количка"
"Excel XML","Excel XML"
"Excl. Tax","Без данък"
"Expired","Изтекъл"
"Explanation","Explanation"
"Failed to cancel the billing agreement.","Неуспешен отказ на споразумение за плащане."
"Failed to create billing agreement for this order.","Неуспешно създаване на споразумение за плащане за тази поръчка."
"Failed to finish billing agreement wizard.","Неусшешно завършване на формата за споразумение за плащане."
"Failed to send the order email.","Неуспешно изпращане на имейл за поръчка."
"Failed to start billing agreement wizard.","Неусшешно стартиране на формата за споразумение за плащане."
"Failed to update the payment.","Неуспешно обновяване на плащането."
"Failed to update the profile.","Неуспешно обновяване на профила."
"Failed to void the payment.","Failed to void the payment."
"Fetch","Извлечи"
"File extension not known or unsupported type in the following shipment: %s","Извлечи"
"Find Order By:","Намери поръчка по:"
"First Name","Име"
"From","От"
"From Name","От име"
"From:","От:"
"G.T. (Base)","G.T. (База)"
"G.T. (Purchased)","G.T. (закупено)"
"General Information","Основна информация"
"Get Payment Update","Обновяване за плащане"
"Get Update","Обновяване"
"Get shipping methods and rates","Вземи методи на разплащане и ставки"
"Gift Message","Съобщение за подарък"
"Gift Message for This Order","Съобщение за подарък а тази поръчка"
"Gift Message for the Entire Order","Съобщение за подарък за цялата поръчка"
"Gift Message for this Order","Съобщение за подарък за тази поръчка"
"Gift Options","Gift Options"
"Girth","Girth"
"Grand Total","Общо"
"Grand Total to be Charged","Общо за заплащане"
"Guest","Гост"
"Height","Height"
"Hold","Задръж"
"Hold action is not available.","Hold action is not available."
"Hold order","Задръж поръчка"
"ID","ID"
"ID #","ID #"
"IPN ""Refunded"". Refund issued by merchant. Registered notification about refunded amount of %s. Transaction ID: ""%s""","IPN ""Refunded"". Refund issued by merchant. Registered notification about refunded amount of %s. Transaction ID: ""%s"""
"If empty, the default description above will be used.","Ако е оставено празно, ще бъде използвано описанието по подразбиране по-горе."
"If empty, the default error above will be used.","Ако е оставено празно"
"If the invoice was created offline, try creating an offline creditmemo.","Ако поръчката е създадена офлайн, опитайте да създадете офлайн кредитно известие."
"Incl. Tax","С вкл. данък"
"Information","Информация"
"Initial Fee","Инициална такса"
"Initial Fees","Инициални такси"
"Initial period payment","Инициален период на плащане"
"Insufficient information to create shipping label(s). Please verify your Store Information and Shipping Settings.","Insufficient information to create shipping label(s). Please verify your Store Information and Shipping Settings."
"Invalid block: %s.","Невалиден блок: %s."
"Invalid carrier specified.","Определен е невалиден куриер."
"Invalid draw line data. Please define ""lines"" array.","Invalid draw line data. Please define ""lines"" array."
"Invalid entity model","Invalid entity model"
"Invalid item option format.","Невалиден формат на опция на артикул."
"Invalid qty to invoice item ""%s""","Невалидно количество за фактуриране на артикул ""%s"""
"Invalid qty to refund item ""%s""","Невалидно количество за връщане на сума за артикул ""%s"""
"Invalid qty to ship for item ""%s""","Невалидно количество за доставяне за артикул  ""%s"""
"Invalid renderer model","Невалиден модел за рендиране"
"Invalid request for adding product to quote.","Невалидна заявка за добавяне на продукти за офериране."
"Invoice","Разписка"
"Invoice #","Разписка №"
"Invoice # ","Разписка № "
"Invoice #%1$s | %2$s | %4$s (%3$s)","Разписка №%1$s | %2$s | %4$s (%3$s)"
"Invoice #%s","Разписка №%s"
"Invoice Comment Email Sender","Подател на имейл за коментар на фактура"
"Invoice Comment Email Template","Шаблон на имейл за коментар на фактура"
"Invoice Comment Email Template for Guest","Шаблон за гост на имейл за коментар на фактура"
"Invoice Comments","РКоментари по фактура"
"Invoice Date","Дата на фактура"
"Invoice Email Sender","Подател на имейл за фактура"
"Invoice Email Template","Шаблон на имейл за фактура"
"Invoice Email Template for Guest","Шаблон за гост на имейл за фактура"
"Invoice Update","Обновяване на фактура"
"Invoice Update for Guest","Обновяване на фактура за гост"
"Invoice and Packing Slip Design","Фактура и дизайн на товарителница"
"Invoice and Ship","Фактура и доставка"
"Invoice canceling problem.","Проблем при отказ на фактура."
"Invoice cannot be canceled.","Фактурата не може да бъде отказана."
"Invoice cannot be captured.","Фактурата не може да бъде прихваната."
"Invoice cannot be voided.","Фактурата не може да бъде анулирана."
"Invoice capturing problem.","Проблем при прихващане на фактура."
"Invoice void problem","Проблем при анулиране на фактура"
"Invoice will be created without communication with payment gateway.","Фактурата ще бъде създадена без комуникация с терминала за плащане."
"Invoiced","Фактурирани"
"Invoices","Фактури"
"Is Closed","Е затворено"
"Item","Артикул"
"Item Status","Статус"
"Item object is not specified.","Не е определен обект на артикул."
"Item options declaration error.","Грешка при деклариране на опции на артикул."
"Item ordered qty","Поръчано кол."
"Item qty declaration error.","Грешка при деклариране на количество на артикул."
"Items","Артикули"
"Items Invoiced","Фактурирани артикули"
"Items Ordered","Поръчани артикули"
"Items Refunded","Върнати суми на артикули"
"Items Shipped","Изпратени артикули"
"Items in the Package","Items in the Package"
"Items maximum quantity or price do not allow checkout.","Максимално количество или цена на артикулите не позволява разплащане."
"Items options declaration error.","Грешка на деклариране на опции за артикули."
"Items to Refund","Артикули за сторниране"
"Items to Ship","Артикули за изпращане"
"Key","Key"
"Last Name","Фамилия"
"Last Ordered Items","Последно поръчани"
"Last status can\'t be unassigned from state.","Last status can\'t be unassigned from state."
"Length","Length"
"Link to the New Order","Връзка към новата поръчка"
"Link to the Previous Order","Връзка към предишната поръчка"
"Logo for HTML Print View","Лого за HTML изглед за печат"
"Logo for HTML documents only. If empty, default will be used.<br />(jpeg, gif, png)","Logo for HTML documents only. If empty, default will be used.<br />(jpeg, gif, png)"
"Logo for PDF Print-outs (200x50)","Лого за PDF документи за печат (200x50)"
"Make Check payable to:","Направи чек платим на:"
"Manage","Управление"
"Maximum shipping amount allowed to refund is: %s","Максимално позволена сума за връщане на доставка е: %s"
"Message","Съобщение"
"Message:","Съобщение:"
"Minimum Amount","Минимална сума"
"Minimum Order Amount","Минимално количество за поръчка"
"Mixed","Смесени"
"Move to Shopping Cart","Премести в количка"
"Move to Wishlist","Премести в списък с желания"
"Multi-address Description Message","Съобщение за описание на множество адреси"
"Multi-address Error to Show in Shopping Cart","Грешка за множество адреси за показване в пазарска количка"
"My Orders","Моите поръчки"
"My Orders - Details","Mоите поръчки - Детайли"
"N/A","не е налично"
"Name","Име"
"New","Нов"
"New Billing Agreement","Ново споразумение за плащане"
"New Credit Memo","Ново споразумение за плащане"
"New Credit Memo for Guest","Ново кредитно известие за гост"
"New Invoice","Нова фактура"
"New Invoice and Shipment for Order #%s","Нова фактура и доставка за поръчка №%s"
"New Invoice for Guest","Нова фактура за гост"
"New Invoice for Order #%s","Нова фактура за поръчка №%s"
"New Order","Нова поръчка"
"New Order Confirmation Email Sender","Подател на имейл за потвърждение на нова поръчка"
"New Order Confirmation Template","Шаблон на имейл за потвърждение на нова поръчка"
"New Order Confirmation Template for Guest","Шаблон за гост на имейл за потвърждение на нова поръчка"
"New Order RSS","Нова поръчка - RSS"
"New Order Status","Нов статус на поръчката"
"New Order for Guest","Нова поръчка за гост"
"New Shipment","Нова доставка"
"New Shipment for Guest","Нова доставка за гост"
"New Shipment for Order #%s","Нова доставка за поръчка №%s"
"Newsletter Subscription","Абонамент за информационен бюлетин"
"No","Не"
"No Items","Няма артикули"
"No Items To Refund","Няма артикули за сторниране"
"No Payment Methods","Няма методи на плащане"
"No detail for number ""%s""","Няма информация за номер ""%s"""
"No information available.","Няма налична инфоемация."
"No items","Няма артикули"
"No order(s) were put on hold.","Няма задържани поръчки"
"No order(s) were released from holding status.","Няма поръчки освободени от задържане.."
"No ordered items","Няма поръчани артикули"
"No shipping information available","Няма налична информация за доставане."
"Nominal Items","Поименни артикули"
"Nominal item can be purchased standalone only. To proceed please remove other items from the quote.","Поименен артикул може да бъде закупен единствено самостоятелно. За да продължите, моля премахнете другите артикули от офертата."
"Nominal order registered.","Регистрирана е поименна поръчка."
"Not Capture","Не е прихванато"
"Not Initialized","Не е инициализирано"
"Not Notified","Не е уведомен"
"Not enough valid data to save the parent transaction ID.","Няма достатъчно налични данни за записване на главен идентификатор на транзакция."
"Notification Not Applicable","Не е приложимо уведомяване"
"Notified","Уведомен"
"Notify Customer by Email","Извести клиент по имейл"
"Number","Брой"
"Number of Invoiced Orders","Брой на фактурирани поръчки"
"Number of Orders","Брой поръчки"
"Number of Refunded Orders","Брой на сторнирани поръчки"
"OK","ОК"
"Offline Refunded","Сторнирано офлайн"
"On Hold","Временно спряна"
"Online Refunded","Сторнирано онлайн"
"Order","Поръчка"
"Order #","Поръчка №"
"Order # ","Поръчка № "
"Order # %s","Поръчка № %s"
"Order # %s %s | %s","Поръчка № %s %s | %s"
"Order #%s","Поръчка №%s"
"Order #%s - %s","Поръчка #%s - %s"
"Order API","Поръчка API"
"Order Address Information","Order Address Information"
"Order Comment","Коментар за поръчка"
"Order Comment Email Sender","Подател на имейл за коментар на поръчка"
"Order Comment Email Template","Шаблон на имейл за коментар на поръчка"
"Order Comment Email Template for Guest","Шаблон за гост на имейл за коментар на поръчка"
"Order Comments","Коментари за поръчка"
"Order Credit Memos","Кредитни известия за поръчка"
"Order Currency:","Валута на поръчката:"
"Order Date","Дата на поръчката"
"Order Date (%s)","Дата на поръчката (%s)"
"Order Date: ","Дата на поръчката:  "
"Order Date: %s","Дата на поръчката:  %s"
"Order Details","Информация за поръчката"
"Order Grand Total","Крайна сума на поръчката"
"Order History","Хронология на поръчката"
"Order History Info","Хронология на поръчката"
"Order ID","Поръчка ID"
"Order Information","Информация за поръчка"
"Order Invoices","Фактури за поръчката"
"Order Shipments","Доставки на поръчката"
"Order State","Order State"
"Order Status","Статус"
"Order Status Information","Order Status Information"
"Order Statuses","Order Statuses"
"Order Subtotal","Междинна сума на поръчката"
"Order Taxes Report Grouped by Tax Rates","Справка за данъци на поръчка групирани по данъчни ставки"
"Order Total","Обща сума"
"Order Totals","Суми на поръчка"
"Order Update","Поръчка – обновяване"
"Order Update for Guest","Поръчка – обновяване за гост"
"Order View","Преглед на поръчка"
"Order credit memo","Order credit memo"
"Order does not allow to be canceled.","Поръчката не позволява да бъде отказана."
"Order invoice","Фактура за поръчката"
"Order is suspended as its capture amount %s is suspected to be fraudulent.","Order is suspended as its capture amount %s is suspected to be fraudulent."
"Order object is not specified.","не е определен обект на поръчката."
"Order saving error: %s","Грешка при записване на поръчката: %s"
"Order shipments","Доставки на поръчката"
"Order status does not exist.","Order status does not exist."
"Order status with the same status code already exist.","Order status with the same status code already exist."
"Order was placed using %s","Поръчката е направена чрез %s"
"Ordered","Поръчано"
"Ordered amount of %s.","Ordered amount of %s."
"Ordering amount of %s is pending approval on gateway.","Ordering amount of %s is pending approval on gateway."
"Orders","Поръчки"
"Orders and Returns","Проверка на поръчка"
"Orders and Returns Search Form","Форма за търсене "Проверка на поръчка""
"Original Price","Ед. цена"
"Original order item that recurring payment profile correspondss to.","Оригнална поръчка, към която се отнася профил за плащане по периоди."
"PDF Credit Memos","PDF кредитни известия"
"PDF Invoices","PDF фактури"
"PDF Packingslips","PDF товарителница"
"PDF Print-outs","PDF за печат"
"PDF object is not specified.","Не е определен PDF обект."
"PDF page object is not specified.","Не е определен PDF обект на страница."
"PDF total model should extend Mage_Sales_Model_Order_Pdf_Total_Default","PDF модел за суми трябва да наследява Mage_Sales_Model_Order_Pdf_Total_Default"
"Package","Пакет"
"Package types are disregarded for USPS domestic shipments.","Package types are disregarded for USPS domestic shipments."
"Packages","Packages"
"Packingslip # ","Товарителница №  "
"Paid","Платено"
"Paid Amount","Платена сума"
"Parent Transaction ID","ID на главна транзакция"
"Parent transaction ID must have a transaction ID.","Главен идентификатор на транзакция трябва да има ID на транзакция."
"Partial","Частично"
"Payment Failed","Неуспешно плащане"
"Payment Information","Информация за плащане"
"Payment Method","Начин на плащане"
"Payment Method Name","Име на метод на плащане"
"Payment Method:","Метод на плащане:"
"Payment Review","Одобряване на плащане"
"Payment disallow storing objects.","Плащане - забрани съхраняване на обекти."
"Payment transactions disallow storing objects.","Транзакции на плащане - забрани съхраняване на обекти."
"Payment type","Тип на плащане"
"Payment update has been made.","Обновяване на плащането беше направено."
"Pending","В изчакване"
"Pending Payment","Плащане в изчакване"
"Period","Период"
"Place Order Using Billing Agreements","Направи поръчка, използвайки споразумения за плащане"
"Placed from IP","Направено от IP"
"Please Select Products to Add","Моля изберете продукти за добавяне"
"Please Select a Customer","Моля изберете клиент"
"Please Select a Store","Моля изберете магазин"
"Please define PDF object before using.","Моля дефинирайте PDF обект преди употреба."
"Please enter positive number in this field.","Моля въведете положително число в това поле."
"Please specify a valid grid column alias name that exists in grid table.","Моля определете валиден псевдоним на колона от таблицата, който съществува в таблицата."
"Price","Цена"
"Print","Печат"
"Print All","Разпечатай всичко"
"Print All Invoices","Разпечатай всички фактури"
"Print All Refunds","Разпечатай всички върнати суми"
"Print All Shipments","Разпечатай всички доставки"
"Print Credit Memos","Разпечатай кредитни известия"
"Print Invoice","Разпечатай фактура"
"Print Invoices","Разпечатай фактури"
"Print Order","Разпечатай поръчка"
"Print Order # %s","Разпечатай поръчка № %s"
"Print Packingslips","Разпечатай товарителници"
"Print Refund","Разпечатай върнати суми"
"Print Shipment","Разпечатай доставка"
"Print Shipping Label","Print Shipping Label"
"Print Shipping Labels","Print Shipping Labels"
"Processing","В обработка"
"Product","Продукт"
"Product Name","Име на продукт"
"Products","Продукти"
"Products Bestsellers Report","Справка за най-продавани продукти"
"Products in Comparison List","Продукти в списък за сравнение"
"Products should be added to package(s)","Products should be added to package(s)"
"Profile #%s","Профил #%s"
"Profile Information","Профил информация"
"Profile State","Състояние на профил"
"Profit","Печалба"
"Promotion Coupons Usage Report","Справка за употреба на промоционални талони"
"Proper payment object must be set.","Трябва да бъде зададен подходящ обект на плащане."
"Purchase Order Number:","Номер на поръчка:"
"Purchased From","Форма закупени"
"Purchased From (Store)","Закупено от (магазин)"
"Purchased Item","Закупен артикул"
"Purchased On","Закупено на"
"Qty","Кол."
"Qty Invoiced","Фактуриран бр."
"Qty Ordered","Поръчан бр."
"Qty Shipped","Бр.изпратени"
"Qty To Add","Кол. за добавяне"
"Qty to Add","Кол. за добавяне"
"Qty to Invoice","Кол. за фактуриране"
"Qty to Refund","Кол. за връщане"
"Qty to Ship","Кол. за доставяне"
"Quantity Ordered","Поръчано количество"
"Quote item id is not received.","Quote item id is not received."
"Quote item is not loaded.","Quote item is not loaded."
"Rate","Ставка"
"Recent Orders","Последни поръчки"
"Recently Compared Products","Последно сравнени продукти"
"Recently Viewed","Последно разглеждани"
"Recently Viewed Products","Последно разглеждани"
"Recurring Profile # %s","Recurring Profile # %s"
"Recurring Profile Initial Fee","Инициална такса за профил за плащане по периоди"
"Recurring Profiles","Профили за плащане по периоди"
"Recurring Profiles (beta)","Профил за плащане по периоди (бета)"
"Reference ID","Референтен ID"
"Reference ID:","Референтен ID:"
"Refresh","Опресни"
"Refund","Сторнирай"
"Refund #","Сторно #"
"Refund #%s","Сторно #%s"
"Refund Amount","Сторно сума"
"Refund Offline","Сторно офлайн"
"Refund Shipping","Сторно доставка"
"Refund Shipping (Excl. Tax)","Сторно доставка (без данък)"
"Refund Shipping (Incl. Tax)","Сторно доставка (вкл. данък)"
"Refund Totals","Сторно суми"
"Refunded","Сторнирано"
"Refunded amount of %s offline.","Върната сума от %s офлайн."
"Refunded amount of %s online.","Върната сума от %s онлайн."
"Refunds","Сторнирани"
"Registered a Void notification.","Registered a Void notification."
"Registered notification about approved payment.","Registered notification about approved payment."
"Registered notification about captured amount of %s.","Регистрирано уведомяване за прихваната сума от %s."
"Registered notification about denied payment.","Регистрирано уведомяване за отхвърлено плащане."
"Registered notification about refunded amount of %s.","Регистрирано уведомяване за върната сума от %s."
"Registered update about approved payment.","Регистрирано обновяване за одобрено плащане."
"Registered update about denied payment.","Registered update about denied payment."
"Regular Payment","Редовно плащане"
"Related Orders","Свързани поръчки"
"Remove","Премахни"
"Remove Coupon Code","Премахни код на талон"
"Remove tracking number","Премахни проследяващ номер"
"Reorder","Поръчай отново"
"Retrieve credit memo info","Retrieve credit memo info"
"Retrieve credit memo information","Retrieve credit memo information"
"Retrieve credit memo list","Retrieve credit memo list"
"Retrieve invoice info","Извлечи инфо за фактура"
"Retrieve invoice information","Извлечи информация за фактураn"
"Retrieve list of credit memos by filters","Retrieve list of credit memos by filters"
"Retrieve list of invoices by filters","Извлечи списък фактури по филтри"
"Retrieve list of orders by filters","Извлечи списък поръчки по филтри"
"Retrieve list of shipments by filters","Извлечи списък доставки по филтри"
"Retrieve order information","Извлечи информация за поръчка"
"Retrieve orders info","Извлечи инфо за поръчки"
"Retrieve shipment info","Извлечи инфо за доставка"
"Retrieve shipment information","Извлечи информация за доставка"
"Return to Stock","Върни в наличност"
"Returned","Върнато"
"Returns","Проверка на поръчка"
"Revenue","Приход"
"Row Subtotal","Междинна сума на ред"
"Row Total","Общо ред"
"SHIP TO:","ИЗПРАТИ ДО:"
"SKU","Кат. №"
"SOLD TO:","ПРОДАДЕНО НА:"
"Sales","Продажби"
"Sales Discount","Отстъпки"
"Sales Emails","Имейли"
"Sales Emails Section","Секция имейли"
"Sales Invoice Print View","Изглед за печат на поръчка""
"Sales Items","Артикули"
"Sales Order Print View","Изглед за печат на поръчка"
"Sales Section","Секция продажби"
