"By creating an account with our store, you will be able to move through the checkout process faster, store multiple shipping addresses, view and track your orders in your account and more.","Чрез създаване на профил в нашия магазин, ще имате достъп до ускорен процес за потвърждаване на поръчките, ще можете да съхранявате множество адреси за доставка, да преглеждате и проследявате заявки и много други възможности."
"CSV","CSV"
"Cancel","Отказ"
"Cannot save a new password.","Новата парола не може да бъде съхранена."
"Cannot save address.","Адресът не може да бъде съхранен."
"Cannot save the customer.","Клиентът не може да бъде съхранен."
"Cannot share customer accounts globally because some customer accounts with the same emails exist on multiple websites and cannot be merged.","Cannot share customer accounts globally because some customer accounts with the same emails exist on multiple websites and cannot be merged."
"Change Account Password","Промени паролата на профил"
"Change Billing Address","Промени адреса на разплащане"
"Change Password","Промени паролата"
"Change Shipping Address","промени адрес за доставка"
"City","Град"
"Company","Фирма"
"Config","Конфигурация"
"Configure","Конфигурирай"
"Confirm New Password","Потвърди новата парола"
"Confirm Password","Потвърди паролата"
"Confirmation Link Email","Имейл с линк за потвърждение"
"Confirmed","Потвърдено"
"Contact Information","Информация за контакт"
"Continue Shopping","Продъжи покупките"
"Country","Държава"
"Create","Създай"
"Create New Account Options","Създай опции за нов профил"
"Create New Customer Account","Създай нов клиентски профил"
"Create Order","Създай поръчка"
"Create an Account","Създай профил"
"Create customer","Създай клиент"
"Create customer address","Създай клиентски адрес"
"Current Password","Текуща парола"
"Customer","Клиент"
"Customer API","Клиентско Api"
"Customer Account Edit Form","Форма за редакция на клиентски профил"
"Customer Account Login Form","Форма за вход с клиентски профил"
"Customer Account Logout Success","Успешен изход от клиентски профил"
"Customer Account Registration Form","Форма за регистрация на клиентски профил"
"Customer Addresses","Клиентски адрес"
"Customer Configuration","Конфигурация (Клиенти)"
"Customer Forgot Password Form","Форма за забравена парола на клиент"
"Customer Group","Клиентска група"
"Customer Groups","Клиентски групи"
"Customer Information","Информация за клиент"
"Customer Login","Вход клиенти"
"Customer My Account (All Pages)","Моят профил (Всички страници)"
"Customer My Account Address Book","Клиентска адресна книга"
"Customer My Account Address Edit Form","Клиентска форма редакция на адрес"
"Customer My Account Dashboard","Клиентско Профил табло"
"Customer Since","Клиент от"
"Customer View","Клиентски изглед"
"Customer collection expected.","Очаква се колекция от клиенти."
"Customer email is required","Клиентският имейл е задължителен."
"Customer website ID must be specified when using the website scope","Необходимо е определянето на уебсайт ID на клиента при използването на уебсайт обхват."
"Customer will stay on the current page if ""No"" is selected.","Клиентът ще остане на текущата страница при избрано "Не"."
"Customers","Клиенти"
"Customers Only","Само за клиенти"
"Customers Section","Секция Клиенти"
"DD","ДД"
"Date","Дата"
"Date Added","Дата на добавяне"
"Date of Birth","Дата на раждане"
"Day","Ден"
"Days in Wishlist","Дни в списък с желания"
"Default Addresses","Адреси по подразбиране"
"Default Billing Address","Адрес за плащане по подразбиране"
"Default Email Domain","Имейл домейн по подразбиране"
"Default Group","Група по подразбиране"
"Default Shipping Address","Адрес за доставка по подразбиране"
"Default Welcome Email","Имейл за Добре дошли по подразбиране"
"Delete","Изтрий"
"Delete Address","Изтрий адрес"
"Delete Customer","Изтрий клиент"
"Delete Customer Group","Изтрий клиентска група"
"Delete customer","Изтрий клиент"
"Delete customer address","Изтрий клиентски адрес"
"Deleted Stores","Изтрити магазини"
"Details","Детайли"
"Disabled","Неактивно"
"Edit","Редактирай"
"Edit Account Info","Редактирай данни на профил"
"Edit Account Information","Редактирай информация на профил"
"Edit Address","Редактирай адрес"
"Edit Address Entry","Редактирай адрес"
"Edit Customer Group ""%s""","Редакция на клиентска група ""%s"""
"Edit Customer Groups","Редактирай клиентски групи"
"Edit Customer's Address","Редактирай клиентски адрес"
"Edit Group","Редактирай група"
"Edit Newsletters","Редактирай бюлетини"
"Email","Имейл"
"Email Address","Имейл адрес"
"Email Sender","Имейл подател"
"Email:","Имейл:"
"Entity collection is expected.","Очаква се колекция от единици."
"Excel XML","Excel XML"
"Failed to confirm customer account.","Неуспешна валидация на потребителски профил."
"Fax","Факс"
"First Name","Име"
"Forgot Email Template","Шаблон за Имейл за забравена парола"
"Forgot Password","Забравена парола"
"Forgot Your Password","Забравили сте вашата парола"
"Forgot Your Password?","Забравили сте вашата парола?"
"Forgot and Remind Email Sender","Forgot and Remind Email Sender"
"Form Fields Before","Form Fields Before"
"From your My Account Dashboard you have the ability to view a snapshot of your recent account activity and update your account information. Select a link below to view or edit information.","От 'Моето Табло' може да прегледате вашата текуща активност и да редактирате профила си. Изберете някой от линковете, за да прегледате и/или редактирате текущата информация."
"Gender","Пол"
"General Subscription","Основен абонамент"
"Generate Human-Friendly Customer ID","Генериране на разбираемо за човек клиентско ID"
"Global","Глобално"
"Grand Total","Общо"
"Group","Група"
"Group Information","Информация за група"
"Group Name","Име на група"
"Guest","Гост"
"HTML","HTML"
"Hello, %s!","Здравейте, %s!"
"ID","ID"
"IP Address","IP адрес"
"If there is an account associated with %s you will receive an email with a link to reset your password.","Ако съществува профил асоцииран с %s ще получите имейл с линк за промяна на праолата"
"If you have an account with us, please log in.","Ако вече имате създаден профил, моля влезте в системата."
"Invalid attribute option specified for attribute %s (%s), skipping the record.","Невалидна опция за атрибут е използвана за атрибут %s (%s), пропускане на записа."
"Invalid attribute set specified, skipping the record.","Използвана е невалидна група атрибути, пропускане на записа."
"Invalid current password","Невалидна текуща парола"
"Invalid customer data","Невалидни клиентски данни"
"Invalid email address.","Невалиден имейл адрес."
"Invalid login or password.","Невалидни потребителско име или парола."
"Invalid password reset token.","Невалиден ключ за промяна на паролата."
"Invalid store specified, skipping the record.","Невалиден магазин, пропускане на записа."
"Last Activity","Последна активност"
"Last Date Subscribed","Последна дата на абонамент"
"Last Date Unsubscribed","Последна дата на премахване на абонамент"
"Last Name","Фамилия"
"Last URL","Последно URL"
"Leave empty for default (15 minutes).","Празно за използване на стойност по подразбиране (15 минути)."
"Leave empty for default (2). Valid range: 1-4","Празно за използване на стойност по подразбиране (2).<br />Валиден обхват: 1-4"
"Lifetime Sales","Всички продажби"
"Log In","Вход"
"Log Out","Изход"
"Login","Вход"
"Login Information","Информация за вход"
"Login Options","Опции при вход в системата"
"Login and password are required.","Потребител и парола за задължителни"
"Login or Create an Account","Вход или Създаване на нов профил"
"MM","ММ"
"Manage Addresses","Управление на адреси"
"Manage Customers","Управление на клиенти"
"Missing email, skipping the record.","Липсващ имейл, пропускане на записа."
"Missing firstname, skipping the record.","Липсващо име, пропускане на записа."
"Missing lastname, skipping the record.","Липсваща фамилия, пропускане на записа."
"Month","Месец"
"My Account","Моят профил"
"My Account Wrapper","My Account Wrapper"
"My Dashboard","Моето табло"
"My Orders","Моите поръчки"
"Name","Име"
"Name and Address Options","Опции за име и адрес"
"Never","Никога"
"New Address","Нов адрес"
"New Address Entry","Нов адрес"
"New Customer","Нов клиент"
"New Customer Address","Нов клиентски адрес"
"New Customer Group","Нова клиентска група"
"New Customer Groups","Нови клиентски групи"
"New Customers","Нови клиенти"
"New Group","Нова група"
"New Password","Нова парола"
"New account","Нов профил"
"New account confirmation key","Нов ключ за потвърждение на профил"
"New account confirmed","Нов профил – потвърден"
"New password field cannot be empty.","Полето за нова парола не може дабъде празно"
"Newsletter","Бюлетин"
"Newsletter Finish","Край на бюлетин"
"Newsletter Information","Информация за бюлетин"
"Newsletter Received","Бюлетин – получен"
"Newsletter Start","Начало на бюлетин"
"Newsletter Subscription","Абонамент за информационен бюлетин"
"Newsletters","Бюлетини"
"No Items Found","Няма намерени артикули"
"No Newsletter Found","Няма намерени бюлетини"
"No customer collections found","Няма намерени клиентски колекции"
"No item specified.","Не е посочен артикул."
"Not Sent","Неизпратено"
"Not confirmed, can login","Непотвърдено, вход позволен"
"Not confirmed, cannot login","Непотвърдено, вход забранен"
"Number of Lines in a Street Address ","Брой редове за улица в адрес "
"Offline","Офлайн"
"Online","Онлайн"
"Online Customers","Онлайн Клиенти"
"Online Customers Options","Онлайн опции"
"Online Minutes Interval","Онлайн интервал (в минути)"
"Order #","Поръчка №"
"Order Total","Обща сума"
"Orders","Поръчки"
"PDF","PDF"
"Password","Парола"
"Password Management","Управление пароли"
"Password Options","Опции за пароли"
"Password forgotten","Забравена парола"
"Password:","Парола:"
"Paused","На пауза"
"Pending","В изчакване"
"Per Website","По уебсайт"
"Personal Information","Лична информация"
"Please enter your email address below. You will receive a link to reset your password.","Моля въведете имейл адрес. Ще получите линк за смяна на паролата."
"Please enter your email below and we\'ll send you confirmation link for it.","Моля, въведете вашия имейл и ще ви бъде изпратен линк за потвърждение."
"Please enter your email.","Моля, въведете вашия имейл."
"Please select","Моля, изберете"
"Please select region, state or province","Моля изберете област"
"Please, check your email for confirmation key.","Моля, проверете вашия имейл за ключ за потвърждение."
"Prefix Dropdown Options","Падащо меню с префикс опции"
"Price","Цена"
"Product","Продукт"
"Product ID","Продукт ID"
"Product Name","Име на продукт"
"Product Reviews","Мнения за продукт"
"Product Tags","Кл. думи за продукт"
"Purchase On","Покупка на"
"Purchased At","Покупка в"
"Qty","Кол."
"Recent Orders","Последни поръчки"
"Records for %s store found.","Намерени са записи за магазин %s."
"Recovery Link Expiration Period (days)","Recovery Link Expiration Period (days)"
"Redirect Customer to Account Dashboard after Logging in","Пренасочване на клиента към 'Моето табло' след вход в системата"
"Refunded","Сторнирано"
"Registered Customers","Регистрирани клиенти"
"Remind Email Template","Registered Customers"
"Remind Password","Подсещане за парола"
"Remove","Премахни"
"Require Emails Confirmation","Изисквай имейл потвърждение"
"Reset a Password","Смени парола"
"Retrieve address data","Извлечи данни за адрес"
"Retrieve address info","Извлечи информация за адрес"
"Retrieve customer addresses","Извлечи клиентски адрес"
"Retrieve customer data","Извлечи данни за клиент"
"Retrieve customer groups","Извлечи клиентски групи"
"Retrieve customer info","Извлечи информация за клиент"
"Retrieve customers","Извлечиа клиенти"
"Retrieve your confirmation link here","Получаване на линк за потвърждение тук"
"Retrieve your password here","Получаване на парола тук"
"SKU","Кат. №"
"Sales Statistics","Статистика продажби"
"Save","Запази"
"Save Address","Запиши адрес"
"Save Customer","Запиши клиент"
"Save Customer Group","Запиши клиентска група"
"Save Password","Запиши парола"
"Save and Continue Edit","Запиши и продължи с редакция"
"Saved %d record(s)","Записан(и) %d запис(а)"
"Semicolon (;) separated values.<br/>Put semicolon in the beginning for empty first option.<br/>Leave empty for open text field.","Стойности разделени с точка и запетайка (;).<br/>Сложете точка и запетайка за празна първа стойност.<br/>Оставете празно за отворено текстово поле."
"Send From","Форма за изпращане"
"Send Welcome Email","Изпращане на имейл Добре дошли"
"Send Welcome Email after Confirmation","Изпращане на имейл Добре дошли след потвърждение"
"Send auto-generated password","Изпращане на автоматично генерирана парола"
"Send confirmation link","Изпращане на линк за потвърждение"
"Sending","Изпращане"
"Sent","Изпратено"
"Session Start Time","Начало на сесия"
"Set as Default Billing Address","Задай като адрес за плащане по подразбиране"
"Set as Default Shipping Address","Задай като адрес за доставка по подразбиране"
"Share Customer Accounts","Сподели клиентски профили"
"Shipped to First Name","Доставено до име"
"Shipped to Last Name","Доставено до фамилия"
"Shipped to Name","Доставено до име"
"Shopping Cart","Количка"
"Shopping Cart - %d item(s)","Количка - %d продукт(а)"
"Show Date of Birth","Покажи рождена дата"
"Show Gender","Покажи пол"
"Show Middle Name (initial)","Покажи презиме (първоначално)"
"Show Prefix","Покажи префикс"
"Show Suffix","Покажи суфикс"
"Show Tax/VAT Number","Покажи данъчен/ДДС номер"
"Sign Up for Newsletter","Абониране за бюлетин"
"Skipping import row, required field ""%s"" is not defined.","Пропускане на ред за импорт, задължително поле ""%s"" не е дефинирано."
"Skipping import row, website ""%s"" field does not exist.","Пропускане на ред за импорт, поле уебсайт ""%s"" не съществува."
"State/Province","Област/Община"
"Status","Статус"
"Store","Магазин"
"Store View","Изглед"
"Street Address","Улица"
"Street Address ","Улица "
"Street Address %s","Улица %s"
"Subject","Заглавие"
"Submit","Добави"
"Subscribe to Newsletter","Абониране за информационен бюлетин"
"Subscribed to Newsletter?","Абониран за бюлетин?"
"Suffix Dropdown Options","Падащо меню за суфикс опции"
"Tag Name","Ключова дума"
"Tax Class","Данъчен клас"
"Tax/VAT number","Булстат/Рег. номер по ДДС"
"Telephone","Телефон"
"Text","Текст"
"Text One Line","Текст на един ред"
"Thank you for registering with %s.","Багодарим ви, че се регистрирахте в %s."
"The account information has been saved.","Информацията за профила е записана."
"The address does not belong to this customer.","Адресът не принадлежи на този клиент."
"The address has been deleted.","Адресът беше изтрит."
"The address has been saved.","Адресът беше записан."
"The customer does not have default billing address.","Клиентът няма адрес за плащане по подразбиране."
"The customer group has been deleted.","Клиентската група беше изтрита."
"The customer group has been saved.","Клиентската група беше записана."
"The group ""%s"" cannot be deleted","Група ""%s"" не може да бъде изтрита"
"The password must have at least 6 characters. Leading or trailing spaces will be ignored.","Група ""%s"" не може да бъде изтрита."
"The suffix that goes after name (Jr., Sr., etc.)","Суфикс след името (мл., ст., т.н.)"
"The title that goes before name (Mr., Mrs., etc.)","Титла пред името (г-н., г-жа., т.н.)"
"There are no items in customer's wishlist at the moment","Списъкът с желания на клиента е празен"
"There are no items in customer\'s shopping cart at the moment","Количката на клиента е празна"
"There is already an account with this email address. If you are sure that it is your email address, <a href=""%s"">click here</a> to get your password and access your account.","Вече съществува профил с този имейл адрес. Ако сте сигурен, че това е вашият адрес, <a href=""%s"">отидете тук</a>, за да получите парола и достъп до вашия акаунт."
"This account is not confirmed.","Непотвърден профил."
"This account is not confirmed. <a href=""%s"">Click here</a> to resend confirmation email.","Непотвърден акаунт. <a href=""%s"">Отидете тук</a>, за да бъде изпратен имейл за потвърждение."
"This customer email already exists","Клиентският имейл вече съществува."
"This customer has no saved addresses.","Клиентът няма съхранени адреси."
"This email does not require confirmation.","Този имейл не изисква потвърждение."
"This email will be sent instead of default welcome email, after account confirmation.","Този имейл ще бъде изпратен, вместо подразбиращият се Добре дошли, след потвърждение на профил."
"This is My Default %s Address","Адрес за %s по подразбиране"
"To Cart","В количката"
"Total","Общо"
"Type","Тип"
"Unknown","Неизвестно"
"Unsubscribe from Newsletter","Отказ на абонамент за бюлетин"
"Update","Обнови"
"Update customer address data","Обнови данните за клентски адрес"
"Update customer data","Обнови клиентски данни"
"Use as My Default %s Address","Използвай като адрес за %s по подразбиране"
"Use as My Default Billing Address","Използвай като адрес за плащане по подразбиране"
"Use as My Default Shipping Address","Използвай като адрес за доставка по подразбиране"
"Use as my default billing address","Използвай като адрес за плащане по подразбиране"
"Use as my default shipping address","Използвай като адрес за доставка по подразбиране"
"View","Преглед"
"View Order","Преглед на поръчка"
"Visitor","Посетител"
"Visitors Only","Само за посетители"
"Website","Уебсайт"
"Welcome Email","Имейл Добре дошли"
"Wishlist","Списък с желания"
"Wishlist - %d item(s)","Списък с желания - %d продукт(а)"
"Wrong confirmation key.","Грешен ключ за потвърждение."
"Wrong customer account specified.","Посочен е грешен потребителски акаунт."
"Wrong email.","Грешен имейл."
"Wrong transactional account email type","Грешен тип на транзакционен имейл на профил."
"YYYY","ГГГГ"
"Year","Година"
"You are currently not subscribed to any newsletter.","Няма направен абонамент за електронен бюлетин"
"You are currently not subscribed to our newsletter.","Няма направен абонамент за електронен бюлетин"
"You are currently subscribed to 'General Subscription'.","Направен е абонамент за 'Основен абонамент'."
"You are currently subscribed to our newsletter.","Направен е абонамент за нашия бюлетин."
"You are now logged out","Успешен изход от системата"
"You have logged out and will be redirected to our homepage in 5 seconds.","Излязохте успешно и ще бъдете пренасочени към главната ни страница след 5 секунди."
"You have no additional address entries in your address book.","Няма други адреси в адресната книга."
"You have no additional entries in your address book.","Няма други адреси в адресната книга."
"You have no default billing address in your address book.","Няма адрес за плащане по подразбиране в адресната книга."
"You have no default entries in your address book.","Няма записи по подразбиране в адресната книга."
"You have no default shipping address in your address book.","Няма адрес за доставка по подразбиране в адресната книга."
"You have not set a default billing address.","Няма посочен адрес за плащане по подразбиране."
"You have not set a default shipping address.","Няма посочен адрес за доставка по подразбиране."
"You have placed no orders yet.","Нямате направени поръчки."
"You have placed no products yet.","Нямате избрани продукти."
"Your account balance is: %s","Вашият баланс е: %s"
"Your password has been updated.","Вашата парола беше обновена"
"Your password reset link has expired.","Линка за промяна на вашата парола вече е невалиден"
"ZIP","П.К."
"ZIP/Post Code","Пощ. код"
"Zip/Postal Code","Пощ. код"
"n/a","няма"
"or","или"
