"Intl Economy Freight","Intl Economy Freight"
"Intl Priority Freight","Intl Priority Freight"
"Key","Key"
"Kilograms","Килограми"
"Large","Голям"
"Large Express Box","Large Express Box"
"Length","Length"
"Letter","Писмо"
"Library","Библиотека"
"Live","В експлоатация"
"Machinable","Machinable"
"Maximum Package Weight (Please consult your shipping carrier for maximum supported shipping weight)","Maximum Package Weight (Please consult your shipping carrier for maximum supported shipping weight)"
"Media Mail","Media Mail"
"Medium Express Box","Medium Express Box"
"Merchandise","Merchandise"
"Meter Number","Meter Number"
"Minimum Order Amount for Free Shipping","Минимална сума на поръчка за безплатна доставка"
"Minimum Package Weight (Please consult your shipping carrier for minimum supported shipping weight)","Minimum Package Weight (Please consult your shipping carrier for minimum supported shipping weight)"
"Mode","Режим"
"National Freight","National Freight"
"Next Afternoon","Next Afternoon"
"Next Day Air","Next Day Air"
"Next Day Air Early AM","Next Day Air Early AM"
"Next Day Air Early AM Letter","Next Day Air Early AM Letter"
"Next Day Air Intra (Puerto Rico)","Next Day Air Intra (Puerto Rico)"
"Next Day Air Letter","Next Day Air Letter"
"Next Day Air Saver","Next Day Air Saver"
"Next Day Air Saver Letter","Next Day Air Saver Letter"
"No","Не"
"No packages for request","No packages for request"
"Non-rectangular","Не е правоъгълен"
"Not Required","Not Required"
"Order","Поръчка"
"Origin of the Shipment","Изходна тока на доставка"
"Other","Други"
"PAK","PAK"
"Package","Пакет"
"Package Description","Описание на пакет"
"Packaging","Опаковане"
"Pallet","Pallet"
"Parcel","Колет"
"Parcel Post","Пощенска пратка"
"Password","Парола"
"Pickup Method","Метод за приемане"
"Please make sure to use only digits here. No dashes are allowed.","Please make sure to use only digits here. No dashes are allowed."
"Pounds","Фунт"
"Priority Mail","Priority Mail"
"Priority Overnight","Priority Overnight"
"Receiver","Получател"
"Rectangular","Правоъгълен"
"Regular","Regular"
"Regular Pickup","Regular Pickup"
"Request Courier","Request Courier"
"Required","Задължително"
"Required for negotiated rates; 6-character UPS.","Required for negotiated rates; 6-character UPS."
"Residential","Residential"
"Residential Delivery","Residential Delivery"
"Response is in the wrong format","Отговорът е в грешен формат"
"Return","Return"
"Round","Кръгъл"
"Sample","Пример"
"Sandbox Mode","Sandbox режим"
"Second Day Service","Second Day Service"
"Secure Gateway URL","Secure Gateway URL"
"Sender","Подател"
"Service type does not match","Service type does not match"
"Ship to Applicable Countries","Изпращай до налични държави"
"Ship to Specific Countries","Изпращай до избрани държави"
"Shipment Contains Hazardous Materials","Доставката съдържа опасни материали"
"Shipment Dutiable","Доставка предмет за обмитяване"
"Shipment Duty Payment Type","Тип на плащане за мито на доставка"
"Shipment Type","Тип доставка"
"Shipment is not available.","Не е налична доставка."
"Shipment picked up","Доставката е приета"
"Shipper Number","Номер на доставчик"
"Shipping Key","Ключ на доставка"
"Shipping Key (International)","Ключ на доставка (Международен)"
"Show Method if Not Applicable","Покажи метод ако не е приложим"
"Signature Required","Signature Required"
"Size","Размер"
"Small Express Box","Small Express Box"
"Smart Post","Smart Post"
"Sort Order","Начин на подреждане"
"Standard Overnight","Standard Overnight"
"Station","Станция"
"Subtotal","Междинна сума"
"Subtotal With Discount","Междинна сума с отстъпка"
"The response is in wrong format.","Отговорът е в грешен формат."
"There is no available method for selected shipping address.","Няма наличен метод за избрания адрес за доставка."
"Third Party","Трета страна"
"Title","Заглавие"
"To Lower","To Lower"
"To Upper","To Upper"
"Tracking XML URL","Проследяващ XML URL адрес"
"UPS","UPS"
"UPS Expedited","UPS Expedited"
"UPS Express","UPS Express"
"UPS Express Box","UPS Express Box"
"UPS Express Early A.M.","UPS Express Early A.M."
"UPS Express Plus","UPS Express Plus"
"UPS Ground","UPS Ground"
"UPS Letter Envelope","UPS Letter Envelope"
"UPS Next Day Air","UPS Next Day Air"
"UPS Next Day Air Early A.M.","UPS Next Day Air Early A.M."
"UPS Next Day Air Saver","UPS Next Day Air Saver"
"UPS Saver","UPS Saver"
"UPS Second Day Air","UPS Second Day Air"
"UPS Second Day Air A.M.","UPS Second Day Air A.M."
"UPS Standard","UPS Standard"
"UPS Three-Day Select","UPS Three-Day Select"
"UPS Today Dedicated Courrier","UPS Today Dedicated Courrier"
"UPS Today Express","UPS Today Express"
"UPS Today Express Saver","UPS Today Express Saver"
"UPS Today Intercity","UPS Today Intercity"
"UPS Today Standard","UPS Today Standard"
"UPS Tube","UPS Tube"
"UPS Type","UPS Type"
"UPS Worldwide 10 kilo","UPS Worldwide 10 kilo"
"UPS Worldwide 25 kilo","UPS Worldwide 25 kilo"
"UPS Worldwide Expedited","UPS Worldwide Expedited"
"UPS Worldwide Express","UPS Worldwide Express"
"UPS Worldwide Express Plus","UPS Worldwide Express Plus"
"UPS Worldwide Express PlusSM","UPS Worldwide Express PlusSM"
"UPS Worldwide Saver","UPS Worldwide Saver"
"USPS","USPS"
"Unable to retrieve tracking","Невъзможно е извличането на проследяване"
"United Parcel Service","United Parcel Service"
"United Parcel Service XML","United Parcel Service XML"
"Unknown error","Непозната грешка"
"Used only when ""Additional Protection Value"" is set to ""Configuration"". Can contain only numeric amount.","Used only when ""Additional Protection Value"" is set to ""Configuration"". Can contain only numeric amount."
"User ID","Потребител ID"
"UserId","UserId"
"Variable","Променлива"
"Weight Unit","Мярка за тегло"
"Width","Width"
"Worldwide Expedited","Worldwide Expedited"
"Worldwide Express","Worldwide Express"
"Worldwide Express Letter","Worldwide Express Letter"
"Worldwide Express Plus","Worldwide Express Plus"
"Worldwide Express Plus Letter","Worldwide Express Plus Letter"
"Worldwide Express Saver","Worldwide Express Saver"
"Yes","Да"
"Your Packaging","Вашето опаковане"
