"Credit Card %s","Credit Card %s"
"Credit Card Number","Credit Card Number"
"Credit Card Number: xxxx-%s","Номер на кредитна карта: xxxx-%s"
"Credit Card Type","Credit Card Type"
"Credit Card Type: %s","Вид на кредитна карта: %s"
"Credit Memo History","Хронология по кредитни известия"
"Credit Memo Totals","Суми по кредитни известия"
"Credit Memos","Кредитни известия"
"Credit memo #%s comment added","Добавен е коментар към кредитно известие #%s"
"Credit memo #%s created","Кредитно известие #%s е създадено"
"Credit memo\'s total must be positive.","Сумата за кредитно известие трябва да е положително число."
"Currency","Валута"
"Currency Information","Информация за валута"
"Currency Setup Section","Секция Контрол на валута"
"Current Configuration Scope:","Текущ обхват на конфигурация:"
"Current Month","Текущ месец"
"Custom","Различно"
"Custom Variable ""%s""","Потребителска променлива ""%s"""
"Custom Variables","Други променливи"
"Customer","Клиент"
"Customer Group:","Клиентска група:"
"Customer Groups","Клиентски групи"
"Customer Name","Име на клиента"
"Customer Reviews","Мнения на клиенти"
"Customer Shopping Carts","Клиентски пазарски колички"
"Customer Since:","Клиент от:"
"Customer Tax Classes","Данъчни класове на клиент"
"Customer with the same email already exists.","Клиент със същия имейл вече съществува."
"Customers","Клиенти"
"Customers by Number of Orders","Клиенти по брой поръчки"
"Customers by Orders Total","Клиенти по суми на поръчки"
"DHTML Date/Time Selector","Инструмент за избор на Дата/Време"
"Dashboard","Табло"
"Data Format","Формат на данни"
"Data transfer:","Трансфер на данни:"
"Database","База данни"
"Dataflow - Advanced Profiles","Dataflow - Advanced Profiles"
"Dataflow - Profiles","Dataflow - Profiles"
"Date","Дата"
"Date & Time","Дата & Време"
"Date Added","Дата на добавяне"
"Date Updated","Дата на обновяване"
"Date selection:","Избор на дата:"
"Date selector","Инструмент за избор на дата"
"Day","Ден"
"Decimal separator:","Разделител за деситични дроби:"
"Default (Admin) Values","(Администратор) Стойности по подразбиране"
"Default Billing Address","Адрес за плащане по подразбиране"
"Default Config","Конфигурация по подразбиране"
"Default Template from Locale","Шаблон по подразбиране от Locale"
"Default Values","Стойности по подразбиране"
"Default display currency ""%s"" is not available in allowed currencies.","Основната валута за показване ""%s"" не е налична в позволените валути."
"Default scope","Обхват по подразбиране"
"Delete","Изтрий"
"Delete %s","Изтрий %s"
"Delete %s '%s'","Изтрий %s '%s'"
"Delete File","Изтрий файл"
"Delete Image","Изтрий изображението"
"Delete Profile","Изтрий профил"
"Delete Role","Изтрий роля"
"Delete Store","Изтрий магазин"
"Delete Store View","Изтрий изглед на магазин"
"Delete Template","Изтрий шаблон"
"Delete User","Изтрий потребител"
"Delete Website","Изтрий уебсайт"
"Description","Описание"
"Design","Дизайн"
"Design Section","Секция дизайн"
"Details","Детайли"
"Developer Section","Секция Разработчици"
"Direction:","Посока:"
"Disable","Деактивирай"
"Disabled","Неактивно"
"Display %s first","Покажи първо %s"
"Display default currency","Покажи основната валута"
"Distributed under GNU LGPL. See %s for details.","Разпространено под GNU LGPL. Вижте %s за повече информация."
"Do not enable AVS or CSC options.  The do not work when using Payflow Link Silent Mode.","Do not enable AVS or CSC options.  The do not work when using Payflow Link Silent Mode."
"Do not set any fields in the Billing and Shipping Information block as editable in your Payflow account.","Do not set any fields in the Billing and Shipping Information block as editable in your Payflow account."
"Do you really want to KILL parallel process and start new indexing process?","Искате ли наистина да СПРЕТЕ паралелния процес и да стартирате нов индексиращ процес?"
"Download","Изтегляне"
"Downloads","Изтегляния"
"Drag to move","Издърпайте за преместване"
"Drop-down","Падащо меню"
"Edit","Редактирай"
"Edit Design Change","Редактирай промяна на дизайн"
"Edit Email Template","Редактирай шаблон на имейл"
"Edit Poll","Редактирай анкета"
"Edit Queue","Редактирай задачи"
"Edit Review","Редактирай мнение"
"Edit Role","Редакция на роля"
"Edit Store View","Редактирай изглед на магазин"
"Edit System Template","Редактирай системен шаблон"
"Edit Template","Редактирай шаблон"
"Edit URL Rewrite","Редактирай URL презаписване"
"Edit User","Редактирай потребител"
"Edit User '%s'","Редакция на потребител '%s'"
"Edit Website","Редактирай уебсайт"
"Email","Имейл"
"Email Address:","Имейл:"
"Email Preview","Преглед на имейл"
"Email to a Friend","Изпрати на приятел"
"Email:","Имейл:"
"Enable","Включи"
"Enable Secure Token:","Enable Secure Token:"
"Enabled","Активиран"
"Enclose Values In:","Обгради стойностите в:"
"Entity Attributes","Entity Attributes"
"Entity Type","Тип обект"
"Entity type:","Тип на обекта:"
"Error","Грешка:"
"Error URL: ","Error URL: "
"Excel XML","Excel XML"
"Excl. Tax","Без данък"
"Expiration Date","Дата на изтичане"
"Expiration Date: %s/%s","Дата на изтичане: %s/%s"
"Export","Експорт"
"Export CSV","Експорт в CSV"
"Export Filters","Експортиране на филтри"
"Export to:","Експортирай в:"
"Export:","Експорт:"
"FTP Host[:Port]","FTP Host[:Port]"
"Failed to add a product to cart by id ""%s"".","Неуспешно добавяне на продукт към количката по ID ""%s""."
"Failed to cancel the billing agreement.","Неуспешен отказ на споразумение за плащане."
"Failed to clear the JavaScript/CSS cache.","Неуспешно е изчистването на JavaScript/CSS кеша."
"Failed to delete the billing agreement.","Неуспешно е изтриването на споразумението за разплащане."
"Failed to update the profile.","Неуспешно обновяване на профила."
"Field","Поле"
"Field Mapping","Свързване на полета"
"File","Файл"
"File Information","Информация за файла"
"File System","Файлова система"
"File mode","File mode"
"File name:","Име на файла:"
"File size should be more than 0 bytes","Големината на файла трябва да е повече от 0 байта"
"Finished profile execution.","Изпълнението на профила завършено."
"First Invoice Created Date","Дата на създаване на първа фактура"
"First Name","Име"
"First Name is required field.","Собствено име е задължително поле."
"First Name:","Собствено име:"
"Fixed","Фиксирано"
"Flush Catalog Images Cache","Изчисти кеш на картинките от каталога"
"Flush JavaScript/CSS Cache","Изчисти JavaScript/CSS кеш"
"For category","За категория"
"For latest version visit: %s","За последна версия посетете: %s"
"For product","За продукт"
"Forgot Admin Password","Forgot Admin Password"
"Forgot your password?","Забравена парола?"
"Forgot your user name or password?","Забравено потребителско име или парола?"
"From","От"
"GLOBAL","ГЛОБАЛНИ"
"Gb","Gb"
"General Information","Основна информация"
"General Section","Основна секция"
"Get Image Base64","Вземи Base64 енкодирана картинка"
"Get help for this page","Помощ за тази страница"
"Global Attribute","Глобални атрибути"
"Global Record Search","Търсене във всички записи"
"Global Search","Глобално търсене"
"Go Today","Отиди на днес"
"Go to messages inbox","Go to messages inbox"
"Go to notifications","Go to notifications"
"Google Base","Гугъл Base"
"Google Content","Google Content"
"Google Sitemaps","Google Sitemaps"
"Grand Total","Общо"
"Grid (default) / List","Таблично (по подразбиране) / Списък"
"Grid Only","Само Таблично"
"Group:","Група:"
"Guest","Гост"
"HTTP (unsecure)","HTTP (ниска сигурност)"
"HTTPS (SSL)","HTTPS (SSL)"
"Help Us Keep Magento Healthy - Report All Bugs","Помогни за стабилността на Magento - Докладвай всички проблеми"
"Helper attributes should not be used in custom layout updates.","Helper attributes should not be used in custom layout updates."
"Helper for options rendering doesn't implement required interface.","Helper for options rendering doesn't implement required interface."
"Home","Начало"
"ID","ID"
"ID Path","ID път"
"IP Address","IP адрес"
"IPN (Instant Payment Notification) Only","Само IPN (Instant Payment Notification)"
"If there is an account associated with %s you will receive an email with a link to reset your password.","Ако съществува профил асоцииран с %s ще получите имейл с линк за промяна на праолата"
"If this message persists, please contact the store owner.","Ако продължавате да виждате това съобщение, моля свържете се със собственика на магазина."
"If your Magento instance is used for multiple websites, you must configure a separate Payflow Link account for each website.","If your Magento instance is used for multiple websites, you must configure a separate Payflow Link account for each website."
"Images (.gif, .jpg, .png)","Картинки (.gif, .jpg, .png)"
"Images Cache","Кеш на картинки"
"Import","Импорт"
"Import Service","Импорт на услуга"
"Import and Export","Импорт и Експорт"
"Import and Export Tax Rates","Импорт и Експорт данъчни норми"
"Import/Export","Import/Export"
"Import/Export Advanced","Разширен Импорт/Експорт"
"Import/Export Profile","Импорт/Експорт профил"
"Important: ","Important: "
"Imported <strong>%s</strong> records","Импортирани са <strong>%s</strong> записа"
"In","В"
"In Database:","В база данни:"
"In File:","Във файл:"
"Inactive","Неактивно"
"Incl. Tax","С вкл. данък"
"Incoming Message","Входящо съобщение"
"Insert Variable...","Вмъкни променлива..."
"Interactive","Интерактивно"
"Interface Locale: %s","Регион на интерфейса: %s"
"Invalid Form Key. Please refresh the page.","Невалиден ключ на форма. Моля, презаредете страницата."
"Invalid Import Service Specified","Определен е невалидна импорт услуга"
"Invalid POST data (please check post_max_size and upload_max_filesize settings in your php.ini file).","Невалидни POST данни (моля проверете настройките post_max_size и upload_max_filesize във вашия php.ini файл)."
"Invalid Secret Key. Please refresh the page.","Невалиден Таен ключ. Моля, презаредете страницата."
"Invalid Username or Password.","Невалидни Потребителско име или Парола."
"Invalid directory: %s","Невалидна директория: %s"
"Invalid email address ""%s"".","Невалиден имейл адрес ""%s""."
"Invalid file: %s","Невалиден файл: %s"
"Invalid input data for %s => %s rate","Невалидни входящи данни за %s => %s норма"
"Invalid parent block for this block","Невалиден по-горен блок за този блок"
"Invalid parent block for this block.","Невалиден по-горен блок за този блок."
"Invalid password reset token.","Невалиден ключ за промяна на паролата."
"Invalid sender name ""%s"". Please use only visible characters and spaces.","Невалидно име на подател ""%s"". Моля използвайте само видими символи и празно място."
"Invalid timezone","Invalid timezone"
"Invalidated","Маркирано невалидно"
"Inventory Stock Status","Ннвентарен статус"
"Invoice #%s comment added","Коментар за фактура #%s е добавен"
"Invoice #%s created","Фактура #%s е създадена"
"Invoice History","Хронология на фактури"
"Invoice Totals","Суми по фактури"
"Invoice canceling error.","Грешка при отказ на фактура."
"Invoice capturing error.","Грешка при прихващане на фактура."
"Invoice voiding error.","Грешка при обяваване на фактура за невалидна."
"Invoices","Фактури"
"Is Closed","Е затворено"
"Issue Number","Issue Number"
"Items","Артикули"
"JavaScript/CSS","JavaScript/CSS"
"JavaScript/CSS Cache","JavaScript/CSS Кеш"
"Kb","Kb"
"Last 24 Hours","Последни 24 часа"
"Last 5 Orders","Последни 5 поръчки"
"Last 5 Search Terms","Последни 5 критерия за търсене"
"Last 7 Days","Последни 7 дни"
"Last Credit Memo Created Date","Последна дата на създаване на кредитно известие"
"Last Invoice Created Date","Последна дата на създаване на фактура"
"Last Logged In (%s):","Последно влизане (%s):"
"Last Logged In:","Последно влизане:"
"Last Name","Фамилия"
"Last Name is required field.","Фамилия е задължително поле."
"Last Name:","Фамилия:"
"Last updated: %s. To refresh last day\'s <a href=""%s"">statistics</a>, click <a href=""%s"">here</a>.","Последно актуализирано: %s. За актуализация на <a href=""%s"">статистиките</a> от последните дни, кликнете <a href=""%s"">тук</a>."
"Latest Message:","Последно съобщение:"
"Layered Navigation Indices","Индекси за Филтър Навигация"
"Layered Navigation Indices were refreshed.","Индекисте за Филтър навигацията бях актуализирани."
"Leave empty to use tax identifier","Празно за използване на данъчен идентификатор"
"Lifetime Sales","Всички продажби"
"Lifetime statistics have been updated.","Статистиките за всички продажби бяха актуализирани."
"Links","Връзки"
"Links with associated products will retain only after saving current product.","Връзките към асоциирани продукти ще се запазят само след записване на текущия продукт."
"List (default) / Grid","Списък (по подразбиране) / Табличен изглед"
"List Only","Само списък"
"Load Template","Зареждане на щаблон"
"Load default template","Зареди шаблон по подразбиране"
"Loading...","Зареждане..."
"Local Server","Локален сървър"
"Local/Remote Server","Локален/Отдалечен сървър"
"Locale","Регион"
"Log Out","Изход"
"Log in to Admin Panel","Вход в Административен панел"
"Log into Magento Admin Page","Вход в Magento страница за администрация"
"Logged in as %s","Влезнал като %s"
"Login","Вход"
"Low Stock","Ниска наличност"
"MAJOR","МАЖОРНО"
"MINOR","МИНОРНО"
"MS Excel XML","MS Excel XML"
"Magento Admin","Magento Админ"
"Magento Commerce - Administrative Panel","Magento Commerce - Административен панел"
"Magento Connect","Magento Connect"
"Magento Connect Manager","Magento Connect Manager"
"Magento Logo","Magento лого"
"Magento is a trademark of Magento Inc. Copyright &copy; %s Magento Inc.","Magento е търговска марка на Magento Inc. Авторско право &copy; %s Magento Inc."
"Magento ver. %s","Magento версия %s"
"Magento&trade; is a trademark of Magento Inc.<br/>Copyright &copy; %s Magento Inc.","Magento&trade; е търговска марка на Magento Inc.<br/>Авторско право &copy; %s Magento Inc."
"Make sure that data encoding in the file is consistent and saved in one of supported encodings (UTF-8 or ANSI).","Убедете се че енкодирането на данните във файла е консистентно и е записано в един от поддържаните енкодинг формати (UTF-8 или ANSI)."
"Manage Attribute Sets","Управление на Атрибут групи"
"Manage Attributes","Управление на атрибути"
"Manage Categories","Управление на Категории"
"Manage Content","Управление на съдържание"
"Manage Currency Rates","Управление на валутни ставки"
"Manage Customers","Управление на клиенти"
"Manage Ratings","Управление на гласувания"
"Manage Stores","Управление на Магазини"
"Manage Tax Rules","Управление данъчни правила"
"Manage Tax Zones and Rates","Управление на данъчни зони и ставки"
"Manual","Manual"
"Matched Expression","Съвпадение на фраза"
"Mb","Mb"
"Media (.avi, .flv, .swf)","Медия (.avi, .flv, .swf)"
"Media storages synchronization has completed!","Media storages synchronization has completed!"
"Messages Inbox","Входящи съобщения"
"Month","Месец"
"Most Viewed","Най-преглеждани"
"Most Viewed Products","Най-преглеждани продукти"
"Multiple Select","Множествен избор"
"My Account","Моят профил"
"N/A","не е налично"
"NOTICE","ЗАБЕЛЕЖКА"
"Name","Име"
"Name on Card","Name on Card"
"Name on the Card: %s","Име от картата: %s"
"Name:","Име:"
"New ","Нов "
"New API Key","Нов API ключ"
"New Accounts","Нови профили"
"New Attribute","Нов атрибут"
"New Block","Нов блок"
"New Category","Нова категория"
"New Class","Нов клас"
"New Condition","Ново условие"
"New Custom Variable","Нова потребителска променлива"
"New Customer","Нов клиент"
"New Customers","Нови клиенти"
"New Design Change","Нова промяна в дизайна"
"New Email Template","Нов имейл шаблон"
"New Group","Нова група"
"New Invoice","Нова фактура"
"New Item Type","Нов тип артикул"
"New Memo","Нова бележка"
"New Memo for #%s","Нова бележка за #%s"
"New Page","Нова страница"
"New Password","Нова парола"
"New Poll","Нова анкета"
"New Profile","Нов профил"
"New Rate","Нова ставка"
"New Rating","Нов рейтинг"
"New Review","Ново мнение"
"New Role","Нова роля"
"New Rule","Ново правило"
"New Search","Ново търсене"
"New Set","Нова група"
"New Shipment","Нова доставка"
"New Sitemap","Нова карта на сайта"
"New Store View","Нов изглед на магазин"
"New System Template","Нов системен шаблон"
"New Tag","Нова кл. дума"
"New Template","Нов шаблон"
"New User","Нов потребител"
"New Variable","Нова променлива"
"New Website","Нов уебсайт"
"New attribute set mapping","New attribute set mapping"
"New password field cannot be empty.","Полето за нова парола не може дабъде празно"
"Newsletter","Бюлетин"
"Newsletter Problems","Порблеми с имейл списък"
"Newsletter Queue","Задачи за бюлетини"
"Newsletter Subscribers","Абонати за бюлетин"
"Newsletter Templates","Шаблони за бюлетин"
"Next month (hold for menu)","Следващ месец (задръжте за меню)"
"Next year (hold for menu)","Следваща година (задръжте за меню)"
"No","Не"
"No (price without tax)","Не (цена без данък)"
"No Data Found","Няма намерена информация"
"No Templates Found","Не са намерени шаблони"
"No change","Без промяна"
"No customer id defined.","No customer id defined."
"No information available.","Няма налична инфоемация."
"No profile loaded...","Не е зареден профил..."
"No records found for this period.","Не са намерени записи за този период."
"No records found.","Няма намерена информация."
"No report code specified.","Не е определен код на справка."
"No search keywords.","Липсват ключови думи за търсене."
"No search modules were registered","Не бяха регистрирани модули за търсене"
"No wishlist item id defined.","No wishlist item id defined."
"None","Няма"
"Note:","Бележка:"
"Notes","Бележки"
"Notifications","Известия"
"Number of Orders","Брой поръчки"
"Number of Uses","Брой използвания"
"Number of records:","Брой записи:"
"Old rate:","Стара ставка:"
"On my website","On my website"
"Once you log into your Payflow Link account, navigate to the Service Settings - Hosted Checkout Pages - Set Up menu and set the options described below","Once you log into your Payflow Link account, navigate to the Service Settings - Hosted Checkout Pages - Set Up menu and set the options described below"
"One or more media files failed to be synchronized during the media storages syncronization process. Refer to the log file for details.","One or more media files failed to be synchronized during the media storages syncronization process. Refer to the log file for details."
"One or more of the Cache Types are invalidated:","Един или повече видове кеш са невалидни:"
"Online Customers","Онлайн Клиенти"
"Only attributes with scope ""Global"", input type ""Dropdown"" and Use To Create Configurable Product ""Yes"" are available.","Налични са само атрибути с обхват "Глобален", от тип "Падащо меню" и стойност за "Използвай за създаване на конфигуриран продукт" - "Да"."
"Only mapped fields","Само свързани полета"
"Optional","Незадължително"
"Options","Опции"
"Order","Поръчка"
"Order #%s","Поръчка №%s"
