"Address Verification System Response","Системен отговор за проверка на адрес"
"All the address information matched","Цялата информация за адрес съвпада"
"Allow in Billing Agreement Wizard","Позволи в прозорец за споразумение за плащане"
"Allowable values: ""paypal"", ""primary"" (default), your_custom_value (a custom payment page style from your merchant account profile).","Позволени стойности: "paypal", "primary" (по подразбиране), your_custom_value (допълнителен стил на страница за плащане от вашия търговски профил)."
"Allowed Credit Card Types","Разрешени видове кредитни карти"
"Also affects mini-shopping cart.","Също засяга и мини-количката."
"Ask Customer","Попитай клиент"
"Attempted Authentication, Bad Result","Опитана е оторизация, лош резултат"
"Attempted Authentication, Good Result","Опитана е оторизация, добър резултат"
"Auction Payment other than through eBay","Плащане за наддаване различно от това в eBay"
"Authenticated, Bad Result","Оторизиране, лош резултат"
"Authenticated, Good Result","Оторизиране, добър резултат"
"Authorization","Оторизация"
"Authorization Honor Period (days)","Authorization Honor Period (days)"
"Authorization transaction is required to void.","Authorization transaction is required to void."
"Authorized amount of %s.","Транзакция за оторизация е необходима за анулиране."
"Authorizing amount of %s is pending approval on gateway.","Оторизиране на сума от %s е в изчакване за одобрение от терминала."
"Auto","Автоматично"
"AutoSweep","Автоматично почистване"
"Available Balance","Наличен баланс"
"Balance Manager Account Bonus","Баланс мениджър - профил бонус"
"Billing Address","Адрес за плащане"
"Billing Agreement Signup ","Споразумение за плащане "
"Billing Information","Информация за плащане"
"Bonus for first ACH Use","BБонус за първо използване на ACH"
"Buyer Credit Payment","Кредитно плащане на купувач"
"Buyer\'s Tax ID","Buyer\'s Tax ID"
"Buyer\'s Tax ID Type","Buyer\'s Tax ID Type"
"By default it is ""reports.paypal.com"".","По подразбиране е "reports.paypal.com"."
"CNPJ","CNPJ"
"CPF","CPF"
"CVV2 Check Result by PayPal","Резултат от проверка на CVV2 от PayPal"
"Cannot create target file for reading reports.","Невъзможно е създаването на файл за прочитане на справки."
"Centinel API URL","Centinel API URL адрес"
"Centinel Custom API URL","Centinel Custom API URL"
"Change Payment Method","Смени метод на плащане"
"Change Shipping Address","промени адрес за доставка"
"Charge-off","Charge-off"
"Chargeback","Обратно плащане"
"Chargeback by customer.","Обратно плащане на клиент"
"Checkout with PayPal","Разплащане с PayPal"
"Completion Date","Дата на приключване"
"Connecting to PayPal SFTP server to fetch new reports. Are you sure you want to proceed?","Свързване с SFTP PayPal сървър за извличане на нови справки. Сигурен ли сте, че искате да продължите?"
"Countries Payment Applicable From","Countries Payment Applicable From"
"Coupon Redemption","Използване на талон за отстъпка"
"Credit","Кредит"
"Credit Card Settings","Настройки на кредитна карта"
"Currency Conversion required to cover negative balance","Необходимо е преобразуване на валута за покриване на негативно салдо"
"Custom","Различно"
"Custom Endpoint Hostname or IP-Address","Различно име на хост или IP-адрес за крайна цел"
"Custom Path","Различен път"
"Customer complaint.","Оплакване от клиент."
"Customer did not include a confirmed address.","Customer did not include a confirmed address."
"Customer triggered a money-back guarantee.","Клиентът задейства гаранция за връщаен на пари."
"Daily","Дневно"
"Debit","Дебит"
"Debit Card Cash Back","Връщане по дебитна карта"
"Debit Card Transaction","Транзакция с дебитна карта"
"Debit or Credit","Дебит или кредит"
"Debug Mode","Дебъг режим"
"Direct Payment API","API за директно плащане"
"Discount","Намаление"
"Displays on catalog pages and homepage.","Покзва се на страниците от каталога и на заглавна страница."
"Don't have a PayPal account? Simply enter your email address.","Нямате PayPal профил? Просто въведете вашия имейл адрес."
"DonвЂ™t have a PayPal merchant account? You can still accept credit card payments through the Payflow Pro Gateway.","DonвЂ™t have a PayPal merchant account? You can still accept credit card payments through the Payflow Pro Gateway."
"Dynamic","Динамично"
"EFT Funding (German banking)","EFT финансиране (банкиране Германия)"
"Edit Shopping Cart","Редактирай количка"
"Email Associated with PayPal Merchant Account","Имейл асоцииран с PayPal търговски профил"
"Enable Automatic Fetching","Активирай автоматично извличане"
"Enable PayPal Guest Checkout","Активирай PayPal разплащане за гости"
"Enabled","Активиран"
"Event","Събитие"
"Event Code","Event Code"
"Every 10 days","Всеки 10 дни"
"Every 14 days","Всеки 14 дни"
"Every 3 days","Всеки 3 дни"
"Every 30 days","Всеки 30 дни"
"Every 40 days","Всеки 40 дни"
"Every 7 days","Всеки 7 дни"
"Exact Match. Address and Postal Code. International","Точно съвпадение. Адрес и пощенски код. Международно"
"Exact Match. Address and Postal Code. UK-specific","Точно съвпадение. Адрес и пощенски код. Специфично за Великобритания"
"Exact Match. Address and nine-digit ZIP code","Точно съвпадение. Адрес и 9 цифрен пощенски код"
"Express Checkout","Express Checkout"
"Express Checkout (Payflow Edition) Settings","Настройки Express Checkout (Payflow)"
"Express Checkout APIs","Express Checkout API"
"Express Checkout Settings","Настройки на Express Checkout"
"Express Checkout and Order have been canceled.","Express Checkout и поръчката бяха отменени."
"Express Checkout has been canceled.","Express Checkout беше отменено."
"Failed to fetch reports from '%s@%s'.","Грешка при извличане на справки от '%s@%s'."
"Fee Amount","Сума такси"
"Fee Debit or Credit","Такси дебит или кредит"
"Fee Reversal","Връщане на такси"
"Fee: Foreign ACH Withdrawal","Такса: Външна ACH отмяна"
"Fee: Mass Pay Request","Такса: Заявка за плащане на едро"
"Fee: Web Site Payments Pro Account Monthly","Такса: Месечно за Payments Pro профил"
"Fee: WorldLink Check Withdrawal","Такса: отмяна на чек WorldLink"
"Fetch","Извлечи"
"Fetch Updates","Извличане на обновявания"
"Fetched %s report rows from '%s@%s'.","Извлечени %s реда за справка от '%s@%s'."
"Frontend Experience Settings","Настройки на публичен сайт"
"Full Auth","Full Auth"
"Funding","Финансиране"
"General (Authorization)","Основни (оторизация)"
"General (Dividend)","Основни (дивидент)"
"General (Funds Transfer from PayPal Account to Another)","General (Funds Transfer from PayPal Account to Another)"
"General (Purchase with a credit card)","Основни (покупка с кредитна карта)"
"General Adjustment without businessrelated event","Основни - настройки без свързано с бизнеса събитие"
"General Currency Conversion","Основни - преобразувания на валута"
"General Funding of PayPal Account ","Основни - финансиране на PayPal профил  "
"General Redemption","Основни - изкупуване"
"General Withdrawal from PayPal Account","Основни - връщане от PayPal профил"
"General. Product no longer supported","Основни - продуктът не се поддържа"
"General: Use of PayPal account for purchasing as well as receiving payments","Основни - Използване на PayPal профил за покупка и получаване на плащания"
"General: Withdrawal from PayPal Account","Основни - връщане от PayPal профил"
"General: Withdrawal to Non-Bank Entity","Основни - връщане към не-банков обект"
"General: adjustment of a type not belonging to the other T12xx categories","Основни - настройване от тип, непринадлежащ към другите T12xx категории"
"General: bonus of a type not belonging to the other T08xx categories","Основни - бонус от тип, непринадлежащ към другите T08xx категории"
"General: event not yet categorized","Основни - събитието все още не е категоризирано"
"General: non-payment fee of a type not belonging to the other T01xx categories","Основни - такса, която не е по плащане от тип, непринадлежащ към другите T01xx категории"
"General: received payment of a type not belonging to the other T00xx categories","Основни - получено плащаме от тип, непринадлежащ към другите T00xx категории"
"General: reversal of a type not belonging to the other T11xx categories","Основни - реверсиране от тип, непринадлежащ към другите T11xx категории"
"General: temporary hold of a type not belonging to the other T15xx categories","Основни - временно задържане от тип, непринадлежащ към другите T15xx категории"
"Get Credentials from PayPal","Вземи удостоверение за самоличност от PayPal"
"Gift Certificate Payment: purchase of Gift Certificate","Плащане по сертификат за подарък: продажба на сертификат за подарък"
"Gift Certificate Redemption","Използване на сертификат за подарък"
"Gross Amount","Брутна сума"
"Header Background Color","Header Background Color"
"Header Border Color","Цвят за рамка на заглавен блок"
"Header Image URL","URL адрес за заглавен блок"
"Help","Помощ"
"Hidden Virtual PayPal Debit Card Transaction","Скрита виртуална PayPal транзакция с дебитна карта"
"Hold for Dispute Investigation","Задържано за разглеждане на оспорване"
"IPN ""%s"".","IPN ""%s""."
"If empty, a default value will be used. Custom URL may be provided by CardinalCommerce agreement.","Ако е празно ще бъде използвана стойност по подразбиране. Възможен е предоставянето на друг URL адрес при CardinalCommerce споразумение."
"If not specified, Default Country from General Config will be used","Ако не е посочена държава, ще бъде използвана тази по подразбиране от основните настройки."
"If this option is enabled, customer can change shipping address and shipping method on PayPal website. In live mode works via HTTPS protocol only.","If this option is enabled, customer can change shipping address and shipping method on PayPal website. In live mode works via HTTPS protocol only."
"Impossible to issue a refund transaction because the capture transaction does not exist.","Невъзможно е нареждането на транзакция за връщане, поноеже не съществува транзакция за плащане."
"Incentive","Причина"
"Initiation Date","Дата на завеждане"
"Integral Evolution","Integral Evolution"
"Integral Evolution Settings","Integral Evolution Settings"
"Invalid Amount","Invalid Amount"
"Invoice ID","Фактура ID"
"Issuer Liability","Оценка на наредител"
"It is recommended to set this value to ""Debit or Credit Card"" per store views.","Препоръчително е използването на стойност "Дебитна или кредитна карта" за всеки изглед на магазин."
"It is recommended to set this value to ""PayPal"" per store views.","Препоръчително е използването на стойност "PayPal" за всеки изглед на магазин."
"Items in Your Shopping Cart","Продукти в количката"
"Last Correlation ID","Последен ID на свързванe"
"Last Transaction ID","Последен ID на транзакция"
"Learn More","Научете още"
"Loading payment information...","Loading payment information..."
"Login","Вход"
"Looking for PayPal? We have our own tab to the left under Sales.","Търсите PayPal? Има допълнителен изглед в ляво в секция Продажби."
"Mass Pay Payment","Плащане на едро""
"Matched (CVV2)","Съвпадение (CVV2)"
"Matched (CVV2CSC)","Съвпадение (CVV2CSC)"
"Matched Address only (no ZIP)","Съвпадение - само адрес (без пощ. код)"
"Matched Address only (no ZIP). International","Съвпадение - само адрес (без пощ. код). Интернационално"
"Matched Postal Code only (no Address)","Съвпадение - само пощенски код (без адрес)"
"Matched five-digit ZIP only (no Address)","Съвпадение - само 5 цифрен пощ. код (без адрес)"
"Matched whole nine-didgit ZIP (no Address)","Съвпадение - само целия 9 цифрен пощ. код (без адрес)"
"Merchant Account","Търговски профил"
"Merchant Country","Държава на търговец"
"Merchant Liability","Оценка на търговец"
"Merchant Protection Eligibility","Merchant Protection Eligibility"
"Merchant Referral Bonus","Бонус за привличане на търговец"
"Merchant holds a non-U.S. account and does not have a withdrawal mechanism.","Търговецът притежава профил извън САЩ и няма механизъм за връщане."
"Merchant reference ID format is not supported.","Формат за референтен търговски ID не се поддържа."
"Merchants need to apply to PayPal for enabling billing agreements feature. Do not enable this option until PayPal confirms that billing agreements are enabled for your merchant account.","Merchants need to apply to PayPal for enabling billing agreements feature. Do not enable this option until PayPal confirms that billing agreements are enabled for your merchant account."
"Mobile Payment (made via a mobile phone)","Мобилно плащане (извършено през мобилен телефон)"
"N/A","не е налично"
"N/A. Address not checked, or acquirer had no response. Service not available","Не е налично. Адресът не е проверен или не е получен отговор. Услугата не е налична"
"N/A. Global Unavailable","Не е налично. Глобално не е в наличност"
"N/A. International Unavailable","Не е налично. Международно не е в наличност"
"N/A. Merchant has indicated that CVV2 is not present on card","Не е налично. Търговеца е посочил, че CVV2 не присъства на картата"
"N/A. No response","Не е налично. Няма отговор"
"N/A. Not allowed for MOTO (Internet/Phone) transactions","Не е налично. Непозволено за MOTO (Интернет/Телефонни) транзакции"
"N/A. Not processed","Не е налично. Не е обработено"
"N/A. Retry","Не е налично. Опитай отново"
"N/A. Service not Supported","Не е налично. Услугата не се поддържа"
"N/A. Service not available","Не е налично. Услугата не е налична"
"N/A. Service not supported","Не е налично. Услугата не се поддържа"
"N/A. The merchant did not provide AVS information","Не е налично. Търговеца не е предоставил AVS информация"
"N/A. The merchant has not implemented CVV2 code handling","Не е налично. Търговеца не е имплементирал работа с CVV2 код"
"N/A. Unavailable","Не е налично"
"Negative Balance","Негативно салдо"
"Never","Никога"
"No","Не"
"No Details matched","Няма съвпадение на информация"
"No Details matched. International","Няма съвпадение на информация. Международно"
"No Liability Shift","Без промяна на оценката"
"No Logo","Няма лого"
"No match","Няма съпвадение"
"None of the address information matched","Никой от адресите не съвпада"
"Note: %s","Забележка: %s"
"Nothing to fetch because of an empty configuration.","Нищо за извличане, поради празна конфигурация."
"Notice that PayPal can handle up to 10 shipping options. That is why Magento will transfer only first 10 cheapest shipping options if there are more than 10 available.","Notice that PayPal can handle up to 10 shipping options. That is why Magento will transfer only first 10 cheapest shipping options if there are more than 10 available."
"Notified customer about creditmemo #%s.","Клиент известен за кредитно известие #%s."
"Notified customer about invoice #%s.","Клиент известен за фактура #%s."
"Now accepting PayPal (150 X 40)","Приема се PayPal (150 X 40)"
"Now accepting PayPal (150 X 60)","Приема се PayPal (150 X 60)"
"Number of Child Authorizations","Number of Child Authorizations"
"Open Authorization","Отвори оторизация"
"Order","Поръчка"
"Order ID","Поръчка ID"
"Order Valid Period (days)","Order Valid Period (days)"
"Ordered amount of %s.","Ordered amount of %s."
"Ordering amount of %s is pending approval on gateway.","Ordering amount of %s is pending approval on gateway."
"Page Background Color","Цвят за фон на страница"
"Page Style","Стил на страницата"
"Part of the address information matched","Съвпадение на част от адреса"
"Partner","Партньор"
"Pasarela integral","Pasarela integral"
"Pasarela integral Settings","Pasarela integral Settings"
"Password","Парола"
"Pay Now","Pay Now"
"PayPal","PayPal"
"PayPal Balance Manager function of PayPal account","PayPal -  функция Баланс мениджър на PayPal профил"
"PayPal Buyer Warranty Bonus","PayPal - бонус за гаранция на купувач"
"PayPal Debit Card Cash Advance","PayPal - Дебитна карта - Cash Advance"
"PayPal Debit Card Withdrawal from ATM","PayPal - връщане по дебитна карта от ATM"
"PayPal Express Checkout Shortcut Wrapper","PayPal Express Checkout Shortcut Wrapper"
"PayPal Express Checkout Token does not exist.","Не съществува символ (token) за PayPal Express Checkout."
"PayPal Express Order Review Form","Форма за преразглеждане на поръчка с PayPal Express"
"PayPal Fee Information","PayPal - информация за такси"
"PayPal Merchant Pages Style","PayPal  - стил за страници на търговец"
"PayPal Pro","PayPal Pro"
"PayPal Pro Settings","PayPal Pro Settings"
"PayPal Product Logo","PayPal - лого на продукт"
"PayPal Protection Bonus","PayPal - бонус за протекция"
"PayPal Reference ID","PayPal - референция ID"
"PayPal Reference ID Type","PayPal - тип референция ID"
"PayPal Settlement Reports","Справки за PayPal плащания"
"PayPal certificate does not exist.","PayPal certificate does not exist."
"PayPal certificate file is empty.","PayPal certificate file is empty."
"PayPal does not support processing orders with zero amount. To complete your purchase, proceed to the standard checkout process.","PayPal does not support processing orders with zero amount. To complete your purchase, proceed to the standard checkout process."
"PayPal gateway has rejected request. %s","PayPal терминалът отхвърли заявката. %s"
"PayPal processes all of your orders, and you get paid.","PayPal обработва всички ваши поръчки и ще ви бъдат платени."
"PayPal response hasn't required fields.","PayPal response hasn't required fields."
"PayPal retains reports for 45 days.","PayPal съхранява справки за последните 45 дни."
"PayPal/Centinel Electronic Commerce Indicator","PayPal/Centinel Electronic Commerce индикатор"
"PayPal/Centinel Visa Payer Authentication Service Result","PayPal/Centinel Visa Payer Authentication Service Result"
"Payer Address ID","Арес на платец ID"
"Payer Address Status","Статус на адрес на платец"
"Payer Email","Имейл на платец"
"Payer Email: %s","Payer Email: %s"
"Payer ID","Платец ID"
"Payer Status","Статус на платец"
"Payer is not identified.","Платецът не е идентифициран."
"Payflow Link (for USA and Canada)","Payflow Link (for USA and Canada)"
"Payflow Link Settings","Payflow Link Settings"
"Payflow Pro Gateway","Payflow Pro терминал"
"Payflow Pro Settings","Payflow Pro настройки"
"Payment Action","Действие по плащане"
"Payment Applicable From","Payment Applicable From"
"Payment Method","Начин на плащане"
"Payment Refund initiated by merchant","Връщане на плащане инициирано от търговеца"
"Payment has been declined. Please try again.","Payment has been declined. Please try again."
"Payment transactions disallow storing objects.","Транзакции на плащане - забрани съхраняване на обекти."
"Payments by PayPal (150 X 40)","Плащания с PayPal (150 X 40)"
"Payments by PayPal (150 X 60)","Плащания с PayPal (150 X 60)"
"Payments by cards + seller protection - <strong style=""color:red"">Contact PayPal before activating</strong>","Payments by cards + seller protection - <strong style=""color:red"">Contact PayPal before activating</strong>"
"Paypal Billing Agreement Settings","Настройки за Paypal споразумения за плащане"
"Pending PayPal","PayPal в изчкаване"
"Place Order","Направи поръчка"
"Please agree to all the terms and conditions before placing the order.","Моля съгласете се с всички Условия за ползване преди да изпратите поръчката"
"Please do not refresh the page until you complete payment.","Please do not refresh the page until you complete payment."
"Please select a shipping method...","Моля, изберете метод на доставка..."
"Points Incentive Redemption","Points Incentive Redemption?!?"
"Postage Payment to either USPS or UPS","Пощенско разплащане към USPS или UPS"
"Preapproved Payment (BillUser API), either sent or received","Предварително одобрено плащане (BillUser API), изпратено или получено"
"Preapproved Payment ID","Предварително одобрено плащане ID"
"Price","Цена"
"Process credit cards directly on your website with PayPalвЂ™s all-in-one online payment processing solution.","Process credit cards directly on your website with PayPalвЂ™s all-in-one online payment processing solution."
"Product Name","Име на продукт"
"Proxy Host","Прокси хост"
"Proxy Port","Прокси порт"
"Qty","Кол."
"Quick set-up service lets your customers securely complete transactions.","Quick set-up service lets your customers securely complete transactions."
"Reauthorization","Повторна оторизация"
"Reference Information","Референтна информация"
"Refund issued by merchant.","Наредено връщане от търговеца."
"Reimbursement for a chargeback.","Възстановяване за обратно плащане."
"Reimbursement of Chargeback","Възстановяване на обратно плащане"
"Report Date","Дата на справка"
"Reports","Справки"
"Require CVV Entry","Изискай CVV информация"
"Reversal","Връщане"
"Reversal of General Account Hold","Връщане на здържане на профил"
"Reversal of Points Usage","Връщане на използвани точки"
"Reversal of an adjustment.","Връщане на настройка."
"Reversal of hold for Dispute Investigation","Връщане на задържане за разглеждане на оспорване"
"Review Order","Прегледай поръчката"
"Reward Voucher Redemption","Reward Voucher Redemption"
"SFTP Credentials","SFTP данни за вход"
"Sale","Продажба"
"Sales","Продажби"
"Sandbox Credentials","Sandbox Credentials"
"Sandbox Mode","Sandbox режим"
"Schedule","Планирай"
"Schedule description is too long.","Описанието на планирата задача е твърде дълго."
"Scheduled Fetching","Извличане на планирани"
"Select a PayPal Solution","Изберете PayPal решение"
"Settlement Consolidation","Консолидация на състояние"
"Settlement Report Settings","Настройки за справка за състояние"
"Settlement of a chargeback.","Състояние на върнато плащане."
"Severe 3D Secure Card Validation","Стриктна 3D Secure Card валидация"
"Severe Validation Removes Chargeback Liability on Merchant","Стриктна валидация сваля отговорност за връщане от търговеца"
"Severe validation removes chargeback liability on merchant.","триктна валидация сваля отговорност за връщане от търговеца."
"Shipping","Доставка"
"Shipping Address","Адрес за доставка"
"Shipping Information","Информация за доставка"
"Shipping Method","Начин на доставка"
"Shop now using (150 X 40)","Пазарувай с (150 X 40)"
"Shop now using (150 X 60)","Shop now using (150 X 60)"
"Shortcut","Бърз достъп"
"Shortcut Buttons Flavor","Бързи бутони"
"Shortcut on Product View","Бърз достъп на преглед на продукт"
"Shortcut on Shopping Cart","Бърз достъп на количка"
"Sign a billing agreement to streamline further purchases with PayPal.","Подпишете споразумение за разплащане за извършване на бъдещи покупки с PayPal."
"Solo","Solo"
"Sorry, no quotes are available for this order at this time.","Sorry, no quotes are available for this order at this time."
"Sort Order","Начин на подреждане"
"Specifies what the Authorization Honor Period is on the merchantвЂ™s PayPal account. It must mirror the setting in PayPal.","Specifies what the Authorization Honor Period is on the merchantвЂ™s PayPal account. It must mirror the setting in PayPal."
"Specifies what the Order Valid Period is on the merchantвЂ™s PayPal account. It must mirror the setting in PayPal.","Specifies what the Order Valid Period is on the merchantвЂ™s PayPal account. It must mirror the setting in PayPal."
"Static","Статично"
"Submitting order information...","Изпращане на информация за поръчка..."
"Subscriber name is too long.","Името на абоната е твърде дълго."
"Subscription ID","Абонамент ID"
"Subscription Payment, either payment sent or payment received","Плащане за абонамент, получени или изпратени плащания"
"Subtotal","Междинна сума"
"Summary Text for Aggregated Cart","Кратко обяснение за сборна количка"
"Supporting of American Express cards require additional agreement. Learn more at <a href=""http://www.paypal.com/amexupdate"">http://www.paypal.com/amexupdate</a>.","Поддръжка на карти American Express изисква допълнително споразумение. Научи повече на <a href="http://www.paypal.com/amexupdate">http://www.paypal.com/amexupdate</a>."
"Switch/Maestro","Switch/Maestro"
"Test Mode","Тестов режим"
"The background color for the checkout page around the header and payment form.","Цвят на фон за страница за плащане около заглавния блок и формата за плащане."
"The background color for the header of the checkout page. Case-insensitive six-character HTML hexadecimal color code in ASCII.","Цвят на фон за страница за плащане. Нечувствителен на главни-малки букви, 6 буквен шестнадеситичен HTML код за цвят в ASCII."
"The default number of child authorizations in your PayPal account is 1. To do multiple authorizations please contact PayPal to request an increase.","The default number of child authorizations in your PayPal account is 1. To do multiple authorizations please contact PayPal to request an increase."
"The image at the top left of the checkout page. Max size is 750x90-pixel. <strong style=""color:red"">https</strong> is highly encouraged.","The image at the top left of the checkout page. Max size is 750x90-pixel. <strong style=""color:red"">https</strong> is highly encouraged."
"The maximum number of child authorizations is reached.","The maximum number of child authorizations is reached."
"The merchant account is not yet verified.","Тръговския профил все още не е одобрен."
"The payment curency does not match any of the merchant\'s balances currency.","Валутата на плащането не съвпада с което и да е от валутите от валутните салда на търговеца."
"The payment eCheck is not yet cleared.","Плащанетп с eCheck все още не е потвърдено."
"The payment is authorized but not settled.","Плащането е оторизирано, но не е наредено."
"The payment is pending because it was made to an email address that is not yet registered or confirmed.","Плащането е в изчакване, понеже е направено с имейл адрес, който още не е регистриран или потвърден."
"The payment is pending while it is being reviewed by PayPal for risk.","Плащането е в изчакване докато бъде разгледано от PayPal за потенциални рискове."
"The payment was made via credit card. In order to receive funds merchant must upgrade account to Business or Premier status.","Плащането беше направено с кредитна карта. За получаване на парите е необходимо търговеца да премине към ниво на профил Бизнес или Премиер."
"There was an error processing your order. Please contact us or try again later.","Възникна грешка при изпълнение на поръчката. Моля, свържете се с нас или опитайте отново по-късно."
"This operation requires an existing transaction object.","Тази операция изисква съществуващ обект на транзакция."
"Time of Day","Време от деня"
"Title","Заглавие"
"Transaction ID","Транзакция ID"
"Transaction ID must not be empty.","Транзакция ID не трябва да е празен."
"Transaction Information","Информация за транзакция"
"Transfer Cart Line Items","Transfer Cart Line Items?!?"
"Transfer Shipping Options","Опции за доставки на трансфер"
"Triggered Fraud Filters","Задействани са филтри за измама"
"Unable to cancel Express Checkout.","Невъзможна е отмяната на Express Checkout."
"Unable to change status. Current status is not correspond to real status.","Unable to change status. Current status is not correspond to real status."
"Unable to communicate with the PayPal gateway.","Невъзможна е комуникацията с PayPal терминала."
"Unable to initialize Express Checkout review.","Невъзможно е инициализирането на преразглеждане на Express Checkout."
"Unable to initialize Express Checkout.","Невъзможно е инициализиране на Checkout."
"Unable to place the order.","Unable to place the order."
"Unable to process Express Checkout approval.","Невъзможно е обработването на одобрение на Express Checkout."
"Unable to start Express Checkout.","Unable to start Express Checkout."
"Unable to update shipping method.","Unable to update shipping method."
"Unknown reason. Please contact PayPal customer service.","Непозната причина. Моля свържете се с отдел за работа с клиенти на PayPal."
"Update Shipping Method","Обновяване на метод на доставка"
"Use Proxy","Използвай прокси"
"Use colon to specify port. For example: ""test.example.com:5224"".","Използвайте двуеточие за определяне на порт. Например: "test.example.com:5224"."
"User","Потребител"
"User-initiated Currency Conversion","Преобразуване на валута инициирано от потребител"
"Uses store frontend name by default.","Uses store frontend name by default."
"Vendor","Продавач"
"Vendor / Merchant Login","Vendor / Merchant Login"
"Verification Authorization Amount","Verification Authorization Amount"
"View","Преглед"
"View Demo","Преглед на демо"
"View PayPal solutions.","Преглед на PayPal решения."
"View Transaction","Преглед на транзакции"
"View Transaction Details","Преглед на данни за транзакция"
"Virtual PayPal Debit Card Transaction","Виртуална транзакция на дебитна карта с PayPal"
"Virtual Terminal Payment","Плащане с виртуален терминал"
"Void","Анулирай"
"We prefer PayPal (150 X 40)","Предпочитаме плащане с PayPal (150 X 40)"
"We prefer PayPal (150 X 60)","Предпочитаме плащане с PayPal (150 X 60)"
"Website Payments Plus","Website Payments Plus"
"Website Payments Plus Settings","Website Payments Plus Settings"
"Website Payments Pro","Уебсайт Payments Pro"
"Website Payments Pro (Payflow Edition) Settings","Уебсайт Payments Pro (Payflow Edition) Settings"
"Website Payments Pro Hosted Solution","Website Payments Pro Hosted Solution"
"Website Payments Pro Hosted Solution Settings","Website Payments Pro Hosted Solution Settings"
"Website Payments Pro Payflow Edition (includes Express Checkout)","Убесайт Payments Pro издание Payflow (включва Express Checkout)"
"Website Payments Pro Settings","Уебсайт Payments Pro настройки"
"Website Payments Standard","Уебсайт Payments Standard"
"Website Payments Standard Payment","Уебсайт Payments Standard плащане"
"Website Payments Standard Settings","Уебсайт Payments Standard настройки"
"What is PayPal?","Какво е PayPal?"
"Whether to create a billing agreement, if there are no active billing agreements available.","Дали да създаде споразумение за плащане, при положение че няма налични активни такива."
"Will appear as a payment option only for customers who have at least one active billing agreement.","Ще се появи като опция за плащане само за клиенти, които имат поне едно активно споразумение за плащане."
"WorldLink Withdrawal","WorldLink връщане"
"Would you like to sign a billing agreement to streamline further purchases with PayPal?","Искате ли да подпишете споразумение за плащане за извършване на бъдещи покупки с PayPal?"
"Wrong PayPal Express Checkout Token specified.","Грешен символ (token) за PayPal Express Checkout."
"Wrong configuration of Payment Method","Wrong configuration of Payment Method"
"Yes","Да"
"Yes. Matched Address and five-didgit ZIP","Да. Съвпадение на адрес и 5 цифрен пощ. код"
"You cannot void a verification transaction","You cannot void a verification transaction"
"You will be redirected to the PayPal website in a few seconds.","Ще бъдете пренасочен към PayPal след няколко секунди."
"You will be redirected to the PayPal website when you place an order.","Ще бъдете пренасочени към уебсайта на PayPal след извършване на поръчка."
"You will be redirected to the PayPal website.","Ще бъдете пренасочени към уебсайта на PayPal."
"You will be required to enter your payment details after you place an order.","You will be required to enter your payment details after you place an order."
"eBay Auction Payment","Плащане за eBay наддаване"
